,'_techniques_T1012','_techniques_T1037_001','_techniques_T1041','_techniques_T1053_005','_techniques_T1057','_techniques_T1059_001','_techniques_T1059_003','_techniques_T1059_005','_techniques_T1059_007','_techniques_T1083','_techniques_T1112','_techniques_T1119','_techniques_T1123','_techniques_T1195_002','_techniques_T1204_001','_techniques_T1204_002','_techniques_T1218_005','_techniques_T1218_010','_techniques_T1218_011','_techniques_T1497_001','_techniques_T1518_001','_techniques_T1547_001','_techniques_T1547_002','_techniques_T1559_001','_techniques_T1560_001','_techniques_T1566_001','_techniques_T1566_002','_techniques_T1566_003'
'_techniques_T1059_007'-11,0.6424046,1.457994535,0.602955864,1.782338682,2.063764147,2.128117753,1.473386537,1.687957603,1.898531755,0.173319175,0.110103349,0.185636406,0.635814436,1.739404744,0.135359747,0.112252067,1.862008894,2.174287152,1.7784812,0.88386197,1.267268701,0.38921811,0,1.914399322,0.032091996,0.029472333,0.052232953,0
'_techniques_T1059_007'-12,0.595803844,1.317276036,0.591612413,1.649865141,1.907812412,1.961682322,1.92895802,1.538279419,1.898531755,0.155086159,0.101963489,0.170425943,0.614346307,1.677966574,0.130789883,0.101377198,1.603776474,1.939104727,1.625902888,1.162211096,1.287260969,0.505319154,0,1.594280285,0.031520107,0.02880388,0.048106159,0
'_techniques_T1059_007'-13,0.61617461,1.527536619,0.591940128,1.740058029,1.839974974,2.078257206,2.033235359,1.672360023,1.898531755,0.163625665,0.104311526,0.193137243,0.64041475,1.728152402,0.132459186,0.110089527,1.815492094,2.148300541,1.665298316,1.226974486,1.366574787,0.517762123,0,1.653001182,0.032236473,0.028667581,0.054168063,0
'_techniques_T1059_007'-14,0.613669115,1.457994535,0.598635724,1.782315133,1.957998439,2.098224689,2.076968052,1.637471031,1.898531755,0.162071613,0.104311526,0.184922249,0.635814436,1.724849806,0.135016212,0.107150851,1.7516567,2.08711814,1.679707859,1.223599588,1.384119587,0.536352772,0,1.718959447,0.032091996,0.028834482,0.052232953,0
'_techniques_T1059_007'-15,0.62243559,1.527536619,0.593223051,1.832293187,1.888110233,2.183340033,2.109989897,1.672360023,1.898531755,0.165780614,0.105485544,0.193137243,0.64041475,1.728152402,0.13339843,0.116882823,1.860929513,2.161056837,1.685019852,1.257071527,1.400382539,0.546825558,0,1.682759423,0.032236473,0.031571872,0.055208488,0
'_techniques_T1059_007'-16,0.603156756,1.457994535,0.591581115,1.689754306,1.835360661,2.098224689,2.13005745,1.637471031,1.898531755,0.158515147,0.104311526,0.184922249,0.635814436,1.724849806,0.14116664,0.112012827,1.731482798,2.061632779,1.757849014,1.1827275,1.384119587,0.525108716,0,1.703924908,0.032091996,0.031460457,0.052232953,0
'_techniques_T1059_007'-17,0.632663353,1.457994535,0.632229548,1.782315133,1.957998439,2.098224689,2.075761714,1.588100289,1.898531755,0.159837367,0.104311526,0.184922249,0.635814436,1.724849806,0.136134472,0.112012827,1.731482798,2.163574224,1.69183041,1.210684903,1.448056608,0.529923238,0,1.703924908,0.032091996,0.031460457,0.052232953,0
'_techniques_T1059_007'-18,0.633983157,1.457994535,0.593942682,1.769346099,1.952158015,2.183340033,1.440924462,1.687957603,1.898531755,0.164469058,0.110103349,0.184922249,0.635814436,1.739404744,0.135784522,0.111492912,1.862008894,2.262208678,1.769215737,0.874870169,1.2674661,0.38921811,0,1.914399322,0.032091996,0.029069862,0.052232953,0
'_techniques_T1059_007'-2,0.606005698,1.457994535,0.59956343,1.712174026,1.86414077,2.056753421,2.13005745,1.588100289,1.898531755,0.160850284,0.104311526,0.184922249,0.635814436,1.724849806,0.134753092,0.10809467,1.731482798,2.081121585,1.677240953,1.202110339,1.391062568,0.546825558,0,1.703924908,0.032091996,0.029174844,0.052232953,0
'_techniques_T1059_007'-3,0.606005698,1.457994535,0.595854477,1.710171764,1.853609627,2.044465637,2.074314122,1.590840899,1.898531755,0.160247168,0.104311526,0.184922249,0.635814436,1.724849806,0.135360292,0.106999927,1.731482798,2.081121585,1.670830963,1.21979457,1.398414489,0.532172252,0,1.703924908,0.032091996,0.02900095,0.052232953,0
'_techniques_T1059_007'-4,0.620255282,1.486966261,0.612359388,1.722576318,1.896053419,2.132041727,1.473386537,1.598690516,1.898531755,0.164030255,0.104781133,0.187572674,0.642970479,1.739404744,0.091683652,0.110386565,1.804882363,2.103537506,1.712863474,1.219535208,1.276175665,0.38921811,0,1.703924908,0.032236473,0.029248237,0.053924508,0
'_techniques_T1059_007'-5,0.44245701,1.457994535,0.356726624,1.686461914,1.048869486,2.098224689,2.13005745,1.564967727,1.898531755,0.161272795,0.105779049,0.186350563,0.647524325,1.728152402,0.090518131,0.106999927,1.731482798,2.064464486,1.087065788,1.191431764,1.396645957,0.546825558,0,1.707304328,0.032124831,0.02775378,0.052232953,0
'_techniques_T1059_007'-6,0.62409112,1.527536619,0.351462554,1.731868983,1.894997353,2.183340033,1.473386537,1.59938413,1.89400507,0.165780614,0.105485544,0.193137243,0.64041475,1.728152402,0.09042561,0.111805767,1.860929513,2.141047785,1.67844342,1.229371069,1.275705481,0.38921811,0,1.703924908,0.032236473,0.027833061,0.055208488,0
'_techniques_T1059_007'-7,0.610805769,1.491447948,0.350818231,1.714587611,1.026966615,2.141747151,1.437216432,1.601366244,1.898531755,0.162000238,0.104311526,0.189171919,0.64041475,1.739404744,0.09042561,0.108593658,1.770614967,2.093709716,1.661226715,1.217661507,1.280173453,0.38921811,0,1.703924908,0.032236473,0.028441191,0.053136241,0
'_techniques_T1059_007'-8,1.370581888,1.469329297,1.81988251,1.983259699,1.741115054,1.535099228,1.589642368,1.933018816,1.900244554,2.413984667,0.342931841,2.051099789,2.795552287,1.724849806,0.321914957,2.539066505,1.762011238,1.565269839,1.599143484,1.774339308,1.664563113,1.970351819,0,1.703924908,2.39819838,2.000961644,0.329539687,0
'_techniques_T1059_007'-9,0.452436006,1.491447948,0.373688452,1.094302429,1.077903888,1.572646369,1.457869718,1.164890779,1.899428936,0.108665021,0.104311526,0.189171919,0.64041475,1.739404744,0.134220269,0.097841991,1.770614967,1.448724899,1.114013546,0.911432447,1.369768629,0.378184899,0,1.653001182,0.032236473,0.029728615,0.053136241,0
'_techniques_T1083'-1,0.828430207,1.361555212,0.897624762,1.387700891,1.258246384,1.597451472,1.465988526,1.559403565,1.745655974,1.696182131,0.399455151,2.110062175,1.921244249,1.708081568,0.248379777,1.84288605,1.713378713,1.42424966,1.356436746,1.416248943,1.524469641,1.160915751,0,1.71881937,2.100444833,1.859925508,0.186243753,0
'_techniques_T1083'-10,0.434224463,0.011334762,0.626100253,0.320757201,0.591318573,0.000806987,0.033661347,0.413523243,0.000815619,1.58710287,0.234130384,1.823938927,1.272929971,0,0.168852925,1.710206142,0.03052844,0.061901166,0.39731106,0.876853176,0.534142831,0.855435212,0,0,1.986653418,1.853313227,0.131544328,0
'_techniques_T1083'-100,0.726451581,0,1.291591565,0.594101856,0.603333231,0.000820316,0.072787898,0.614846272,0,2.216471121,0.234130384,1.825411461,1.28951898,0.003918956,0.233040283,1.919641561,0.03083712,0.13419896,0.606350063,1.019592795,0.542693042,1.369039189,0,0,1.986653418,1.90243749,0.147608975,0
'_techniques_T1083'-101,0.724819324,0.011334762,1.337255737,0.599060322,0.621555251,0.000820316,0.076109322,0.608316179,0.000815619,2.216482946,0.234463023,1.825557659,1.28951898,0.003918956,0.2300937,1.916467805,0.03083712,0.144451859,0.600252731,1.010762497,0.550213851,1.407864277,0,0,1.986653418,1.901453071,0.147073108,0
'_techniques_T1083'-102,0.237616712,0.011334762,0.23272572,0.158504512,0.068424875,0.000806987,0.00849621,0.302338608,0.000815619,1.276284564,0.234130384,1.823938927,1.272929971,0,0.138329427,1.582464059,0.03052844,0.020577633,0.132888679,0.444015076,0.202527906,0.562200675,0,0,1.986653418,1.809732527,0.123445747,0
'_techniques_T1083'-103,0.508964173,0,0.784317238,0.385646579,0.403647314,0.000820316,0.045508412,0.468965683,0,1.756054749,0.234130384,1.825411461,1.28951898,0.003918956,0.18594389,1.763077151,0.03083712,0.077167857,0.447887233,0.896869755,0.553873738,0.978414545,0,0,1.986653418,1.865328104,0.135303836,0
'_techniques_T1083'-104,0.910132572,1.47534445,2.5554314,1.52944697,1.361215612,1.492370019,1.685481811,1.584433972,1.666019467,1.882940195,0.511564256,2.322378993,1.903865287,1.702242777,4.822728645,2.147531147,1.670182465,1.406939974,1.397784283,1.525039804,1.795828492,1.407388643,0,1.682759423,2.273182238,2.615265516,4.613625124,4.560926944
'_techniques_T1083'-105,0.588461193,1.380748302,0.633719483,1.707252573,1.874227261,1.93663864,1.952790341,1.48346456,1.676425337,0.174365718,0.104627608,0.176566733,0.630935316,1.698323821,0.132255913,0.103873268,1.635446197,1.993407979,1.674951014,1.240522273,1.274743641,0.508468007,0,1.658112994,0.032124831,0.028435706,0.050762107,0
'_techniques_T1083'-107,1.160459185,1.361555212,1.554544073,2.211342329,2.255995365,2.127560973,2.111771172,2.16006479,1.745655974,2.095929893,0.480862783,2.290805808,1.906037657,1.704162612,0.304509411,1.979547119,1.711394343,2.120646474,2.05397385,1.881547313,1.770654928,1.667165892,0,1.71881937,2.025748986,1.715031004,0.196215122,0
'_techniques_T1083'-108,0.729537306,0,1.278160971,0.600477303,0.628935323,0.000820316,0.073088771,0.619327935,0,2.216471121,0.234130384,1.825411461,1.28951898,0.003918956,0.233209923,1.921170991,0.03083712,0.135122697,0.605742555,1.012678869,0.54855374,1.369039189,0,0,1.986653418,1.902912541,0.147251193,0
'_techniques_T1083'-109,0.523173183,1.351274226,0.413746289,0.639304483,0.182477434,1.076670286,0.837582489,1.008399359,1.868029335,1.489331796,0.428231633,2.260826559,1.926591622,1.752190319,0.188115037,1.811106573,1.893201995,0.809403218,0.491782194,0.779004738,1.116063856,0.87193605,0,1.892148434,2.140228231,1.829837988,0.186569334,0
'_techniques_T1083'-11,0.5083174,0,0.785977509,0.38477593,0.385729517,0.000820316,0.043740969,0.470249087,0,1.735689513,0.234130384,1.825411461,1.28951898,0.003918956,0.185562199,1.762368654,0.03083712,0.076906682,0.467754813,0.893703531,0.533587508,0.971832477,0,0,1.986653418,1.865545498,0.135671447,0
'_techniques_T1083'-110,0.727244732,0.011334762,1.27101316,0.605728135,0.386123742,0.000820316,0.07315566,0.471462768,0.000815619,2.216482946,0.234463023,1.824085125,1.28951898,0.003918956,0.187167688,1.923083991,0.03083712,0.078396755,0.612441404,1.033550472,0.553873738,1.373349677,0,0,1.986653418,1.903507335,0.1474073,0
'_techniques_T1083'-111,1.075377068,1.392083064,1.334080506,2.141595917,2.274355808,2.138548634,2.177736214,2.083211928,1.732401449,1.741083138,0.428231633,2.112043635,1.934122505,1.698323821,0.304813683,1.95072034,1.70438596,2.136825193,2.028858077,1.753815886,1.655595111,1.379616945,0,1.750685085,2.141004823,1.874031425,0.194957699,0
'_techniques_T1083'-112,0.505486465,0,0.781637314,0.385646579,0.403647314,0.000820316,0.045508412,0.470249087,0,2.216471121,0.234130384,1.823938927,1.303555834,0.003918956,0.185562199,1.765284773,0.03083712,0.076436566,0.446244781,1.010350758,0.524302776,0.976256584,0,0,1.986653418,1.864375418,0.134969644,0
'_techniques_T1083'-113,0.75835101,0,1.278160971,0.592509284,0.628935323,0.000820316,0.071886571,0.608694366,0,2.216471121,0.234130384,1.825411461,1.28951898,0.003918956,0.2314287,1.914486095,0.03083712,0.132928823,0.600252731,1.026803459,0.535918031,1.407864277,0,0,1.986653418,1.900308381,0.146783325,0
'_techniques_T1083'-114,0.698735188,1.361555212,1.910024474,0.925496688,0.400810467,1.112917282,0.884943901,1.231679976,1.745655974,1.422398572,0.344233734,2.10685692,1.921244249,1.708081568,3.110148033,2.314808808,1.713378713,0.749282383,0.498976927,0.769336024,1.207117397,0.968366087,0,1.71881937,2.398380248,2.005463488,3.815334165,4.284484161
'_techniques_T1083'-115,0.730419559,0.011334762,1.269813224,0.604261367,0.621555251,0.000806987,0.073260794,0.609214372,0.000815619,2.216482946,0.234130384,1.823938927,1.272929971,0,0.228850282,1.919641561,0.03052844,0.142773347,0.603073038,1.039066179,0.546666201,1.366757512,0,0,1.986653418,1.90243749,0.147073108,0
'_techniques_T1083'-116,0.509195264,0.011334762,0.785139651,0.390139095,0.594870989,0.000820316,0.04328996,0.61372685,0.000815619,1.756066574,0.234463023,1.826293926,1.28951898,0.003918956,0.233034188,1.760482149,0.03083712,0.135786505,0.446757636,0.90836323,0.537412,0.969356434,0,0,1.989149117,1.864850977,0.135472095,0
'_techniques_T1083'-117,1.079935875,1.392083064,1.336709969,2.145008054,2.290218187,2.155491834,2.177736214,2.0960679,1.732401449,1.848436287,0.428231633,2.157909698,1.904879059,1.710912068,0.303669953,1.94868213,1.70438596,2.128489019,2.109529237,1.774060513,1.675371808,1.480385484,0,1.750685085,2.141004823,1.87301527,0.194957699,0
'_techniques_T1083'-119,0.39928103,0.011334762,1.077177392,0.286459184,0.620048015,0.002530472,0.034739639,0.429415952,0.000815619,1.52959852,0.234463023,1.848183749,1.28951898,0.003918956,3.379008621,1.710223013,0.03083712,0.135261655,0.393514362,0.853549122,0.541147198,0.789911746,0,0,1.986653418,2.12480193,3.996931563,4.558587895
'_techniques_T1083'-12,0.72380935,0,1.27568909,0.595024107,0.595809465,0.000820316,0.076109322,0.615494541,0,2.173371624,0.234130384,1.825411461,1.28951898,0.003918956,0.232616182,1.918023103,0.03083712,0.133477291,0.604336832,1.016899471,0.550377783,1.362915226,0,0,1.986653418,1.901726219,0.147451708,0
'_techniques_T1083'-120,0.75835101,0,1.273464977,0.596049033,0.628935323,0.000820316,0.076109322,0.612794302,0,1.756054749,0.234130384,1.825411461,1.296277465,0.003918956,0.231017648,1.917349031,0.03083712,0.134391405,0.605742555,1.016899471,0.544316056,1.366757512,0,0,1.986653418,1.90108097,0.147143224,0
'_techniques_T1083'-121,1.199966172,1.380748302,1.67985841,2.253394186,2.264217508,2.146294019,2.15434326,2.187306939,1.73158583,2.093761235,0.511564256,2.296244155,1.920085651,1.702242777,0.318909525,2.156079712,1.70469464,2.129439967,2.082251208,1.886313909,1.753412461,1.684181115,0,1.750685085,2.263150346,1.895037737,0.210931917,0
'_techniques_T1083'-122,0.730886745,0.011334762,1.337255737,0.405303382,0.600385771,0.000820316,0.076109322,0.616214995,0.000815619,2.216482946,0.234463023,1.825557659,1.28951898,0.003918956,0.233034188,1.919641561,0.03083712,0.141349497,0.63959471,0.915193219,0.537412,1.407864277,0,0,1.986653418,1.90188071,0.147696933,0
'_techniques_T1083'-123,0.509683297,0,0.82291732,0.384050784,0.403647314,0.000820316,0.043565408,0.470518661,0,2.216471121,0.234130384,1.823938927,1.296277465,0.003918956,0.185661156,1.760852389,0.03083712,0.076336844,0.444879,0.951909365,0.527858381,0.993542478,0,0,1.989149117,1.864626989,0.134969644,0
'_techniques_T1083'-124,0.42139532,0,1.27268581,0.603527315,0.610546124,0.000795369,0.073260794,0.480001461,0,2.216471121,0.231680206,1.825411461,1.28951898,0,0.187302629,1.920209259,0.029911081,0.133831378,0.393128748,0.846239383,0.523928006,0.976256584,0,0.001246533,1.991644815,1.902482548,0.14720866,0
'_techniques_T1083'-125,2.570333669,0.457512228,0.069517468,0.021407247,0.098809308,0,0.008227934,0.016880046,0,0.02300017,3.658854195,0,0,0,0,0.024179737,0,0.146030072,0.274293726,0.351919429,0.354524784,1.359378376,0,0,0,0.01930914,0,0
'_techniques_T1083'-126,0.741028002,0,1.273464977,0.594101856,0.593182847,0.000820316,0.076109322,0.614846272,0,2.216471121,0.234130384,1.825411461,1.28951898,0.003918956,0.231626614,1.916467805,0.03083712,0.134391405,0.598030709,1.02283247,0.544316056,1.407864277,0,0,1.986653418,1.901726219,0.147117517,0
'_techniques_T1083'-127,0.732405632,0,1.2840344,0.599945701,0.608994668,0.000820316,0.076109322,0.617926733,0,2.216471121,0.234130384,1.825411461,1.28951898,0.003918956,0.230919779,1.919641561,0.03083712,0.134848462,0.603073038,1.077497608,0.54855374,1.407864277,0,0,1.986653418,1.90243749,0.147633995,0
'_techniques_T1083'-128,0.732405632,0,1.337067131,0.620453786,0.608994668,0.000820316,0.076109322,0.633374103,0,2.216471121,0.234130384,1.825411461,1.28951898,0.003918956,0.230919779,1.919641561,0.03083712,0.134848462,0.604788499,1.031784808,0.538131002,1.407864277,0,0,1.986653418,1.90243749,0.146783325,0
'_techniques_T1083'-129,0.707229116,1.380748302,1.815988125,0.862070459,0.63280818,1.043329604,0.823226327,1.123491063,1.680480783,2.216471121,0.319082392,1.884485043,1.904801077,1.934233933,3.299704577,2.172151865,1.721658753,0.726879643,0.592855863,1.016480432,1.183220348,1.3692273,0,1.777912494,2.167771124,1.824963273,4.042405274,4.49256179
'_techniques_T1083'-13,0.989041512,1.380748302,1.47790645,1.07595378,0.762127369,1.120610491,0.942706706,1.298502069,1.680480783,2.294996649,0.425672479,2.13334013,1.920085651,1.698323821,0.276239475,2.138210568,1.662480928,0.960737662,1.065410451,1.456212333,1.426941612,1.608707973,0,1.70855086,2.140694404,1.921876739,0.211047365,0
'_techniques_T1083'-130,0.75835101,0,1.337067131,0.592509284,0.593182847,0.000820316,0.076109322,0.633374103,0,2.216471121,0.237308962,1.825411461,1.28951898,0.003918956,0.2314287,1.917861593,0.03083712,0.135122697,0.603073038,1.02283247,0.54855374,1.377992695,0,0,1.986653418,1.90214063,0.146783325,0
'_techniques_T1083'-131,0.861361058,1.486679212,1.246229796,1.152632947,1.823285637,1.619779866,1.502283354,1.582303114,1.694001142,1.694192399,0.345231649,2.296390352,1.922581092,1.752190319,0.323474006,2.064622639,1.693674597,1.498943269,1.156949742,1.284253187,1.514224156,1.202393209,0,1.682759423,2.01961556,1.857136412,0.206155445,0
'_techniques_T1083'-132,0.75835101,0,1.294616198,0.598484089,0.628935323,0.000820316,0.073450102,0.621010197,0,1.756054749,0.234130384,1.825411461,1.296277465,0.003918956,0.23126677,1.921170991,0.03083712,0.13472381,0.619176043,1.077497608,0.542693042,1.381973211,0,0,1.986653418,1.902912541,0.146783325,0
'_techniques_T1083'-133,0.518418837,0.011334762,0.787295654,0.394259693,0.605029987,0.000820316,0.043740969,0.619327935,0.000815619,1.756066574,0.234463023,1.826293926,1.28951898,0.003918956,0.233399568,1.762368654,0.03083712,0.136672919,0.449899879,0.913549572,0.537412,0.993542478,0,0,1.986653418,1.865545498,0.135727296,0
'_techniques_T1083'-134,1.385615136,1.372889974,1.875766202,2.095283408,1.82339086,1.607510165,1.58973252,1.997590434,1.700831254,2.421532741,0.344899011,2.040895784,1.92993373,1.934233933,0.329010414,2.58739271,1.714906679,1.517788251,1.674570597,1.730271211,1.673849083,1.970351819,0,1.914399322,2.401176034,2.014079814,0.336918766,0
'_techniques_T1083'-135,0.998446572,1.391467208,1.188035472,1.477240241,1.240745389,1.315288273,1.242844872,1.519890117,1.73158583,2.095918068,0.312659233,1.874492451,1.900691737,1.723271415,0.300787832,2.169335353,1.721265887,1.233183794,1.945582923,1.41042266,1.496245352,1.385839221,0,1.702309846,2.191195812,1.704945523,0.295037875,0
'_techniques_T1083'-136,0.507549898,0,0.790759395,0.567638388,0.379265892,0.000756655,0.043782901,0.434190232,0,2.216482946,0.233797746,1.82379273,1.274312388,0,0.215776956,1.627749269,0.02885275,0.130782609,0.571614795,1.039066179,0.555370286,1.407864277,0,0,1.763599412,1.723368831,0.123366033,0
'_techniques_T1083'-139,1.16402034,1.361555212,1.572377041,2.211342329,2.385354416,2.128455118,2.127945806,2.162773261,1.745655974,2.095929893,0.480862783,2.290805808,1.906037657,1.704162612,0.304509411,1.979547119,1.711394343,2.09336339,2.061745632,1.881547313,1.770654928,1.667165892,0,1.71881937,2.025748986,1.714683364,0.195848648,0
'_techniques_T1083'-14,0.730419559,0,1.273464977,0.600920349,0.309950761,0.000820316,0.07315566,0.615726097,0,1.733652321,0.234130384,1.825411461,1.296277465,0.003918956,0.2314287,1.920624667,0.03083712,0.05797146,0.607315535,1.01534284,0.538588593,1.373349677,0,0,1.986653418,1.9027428,0.147173215,0
'_techniques_T1083'-140,0.722489161,0.011334762,1.279228583,0.59041458,0.628935323,0.000820316,0.073260794,0.612254531,0.000815619,2.216471121,0.234130384,1.825411461,1.28951898,0.003918956,0.233209923,1.916746056,0.03083712,0.133477291,0.606770818,1.01534284,0.544316056,1.374581402,0,0,1.986653418,1.901539303,0.147173215,0
'_techniques_T1083'-141,0.729537306,0,1.278160971,0.620453786,0.597687748,0.000820316,0.073260794,0.633374103,0,2.216471121,0.234130384,1.825411461,1.28951898,0.003918956,0.233209923,1.920214996,0.03083712,0.135122697,0.603073038,1.077497608,0.547573525,1.407864277,0,0,1.986653418,1.902615552,0.147333758,0
'_techniques_T1083'-143,0.730886745,0,1.273464977,0.597194792,0.599097623,0.000820316,0.072787898,0.615726097,0,2.216471121,0.234130384,1.825411461,1.28951898,0.003918956,0.230919779,1.919641561,0.03083712,0.135436107,0.604788499,1.018641545,0.532350446,1.366757512,0,0,1.986653418,1.900544252,0.146783325,0
'_techniques_T1083'-144,1.285067268,1.391467208,1.837598664,1.95984441,1.78214109,1.516627003,1.494776748,1.917387936,1.745655974,2.421575148,0.341783555,2.06322216,1.928195833,1.930314977,0.317116028,2.563573082,1.721442276,1.488034791,1.551051725,1.647446143,1.641221629,1.85296344,0,1.762618495,2.407887528,2.00267474,0.337344101,0
'_techniques_T1083'-145,0.722905996,0.011334762,1.256272094,0.388710382,0.591706901,0.000820316,0.07315566,0.612794302,0.000815619,2.216482946,0.234463023,1.825557659,1.28951898,0.003918956,0.232754781,1.915058439,0.03083712,0.139351462,0.605742555,0.903205069,0.529150538,1.407864277,0,0,1.986653418,1.899702656,0.147073108,0
'_techniques_T1083'-147,0.511393277,0.011334762,0.823105926,0.391650826,0.399165459,0.000806987,0.043390061,0.464216514,0.000815619,1.756066574,0.234130384,1.824675194,1.28951898,0,0.184324602,1.774850636,0.03052844,0.138460391,0.449899879,1.031316575,0.531908178,0.993542478,0,0,1.986653418,1.865545498,0.13557134,0
'_techniques_T1083'-148,1.238918097,1.380748302,1.608144216,2.253394186,2.378853908,2.139391234,2.136889106,2.25640195,1.73158583,2.093761235,0.514742834,2.296244155,1.920085651,1.702242777,0.320862704,2.158980924,1.70469464,2.134858896,2.170253324,1.964790166,1.757446097,1.672412782,0,1.750685085,2.263150346,1.896217547,0.210877932,0
'_techniques_T1083'-149,0.755172921,0,0.316922666,0.58173033,0.656147895,0.000815895,0.04136535,0.437888718,0,1.756293412,0.239619788,1.823938927,1.30776689,0,0.172075322,1.601965137,0.02885275,0.020577633,0.442060869,0.93457675,0.535148647,0.980446165,0,0,1.777151901,1.742453219,0.112743482,0
'_techniques_T1083'-15,0.729537306,0,1.266425568,0.596049033,0.311492022,0.000820316,0.072126736,0.614846272,0,1.584866825,0.234130384,1.825411461,1.28951898,0.003918956,0.232616182,1.916467805,0.03083712,0.134606491,0.604788499,1.018641545,0.54623908,1.388120355,0,0,1.986653418,1.901726219,0.147563106,0
'_techniques_T1083'-150,0.712118759,0,1.196271109,0.567638388,0.402381399,0.000756655,0.041170979,0.57304302,0,2.216482946,0.213623586,1.82379273,1.274312388,0,0.215591184,1.752187204,0.02885275,0.076769955,0.571614795,1.088833913,0.543026701,1.366055505,0,0,1.763599412,1.72249929,0.134221123,0
'_techniques_T1083'-151,1.090864276,1.391467208,1.604040389,1.400713805,1.02264102,1.22715479,1.124899608,1.495434188,1.73158583,1.775943178,0.339471765,2.033463235,1.936617946,1.714831024,0.301978981,2.163471063,1.723426646,1.185500156,1.224674625,1.339889102,1.415044153,1.692571742,0,1.689664371,2.151253316,1.941373775,0.24169758,0
'_techniques_T1083'-152,0.686468329,0,1.779191629,0.574875884,0.604293357,0.002479218,0.078647086,0.61909261,0,2.220937465,0.231680206,1.847935837,1.28951898,0,3.271744745,1.963490434,0.029170249,0.132774728,0.425939898,0.904675954,0.524541075,0.93896813,0,0.001246533,1.986653418,2.524729001,3.939422838,4.284484161
'_techniques_T1083'-153,0.725955975,0.011334762,1.337255737,0.627732906,0.591978652,0.000806987,0.076109322,0.603593128,0.000815619,2.216482946,0.234130384,1.823938927,1.272929971,0,0.2300937,1.940361583,0.03052844,0.144757043,0.607315535,1.03610835,0.556017504,1.378738986,0,0,1.986653418,1.908909467,0.147792906,0
'_techniques_T1083'-154,0.548297313,1.348831918,0.539799062,0.648008802,0.192433852,0.980364383,0.856364436,0.992043156,1.680480783,1.396900176,0.493235291,2.125663504,1.926844136,1.702242777,0.187370461,1.949264487,1.697114461,0.721455435,0.457622109,0.793045407,1.103571038,0.967080768,0,1.67678656,2.262908269,1.83968029,0.197544094,0
'_techniques_T1083'-155,0.730058604,0,1.279228583,0.596491681,0.628935323,0.000820316,0.076109322,0.619521253,0,2.216471121,0.234130384,1.825411461,1.28951898,0.003918956,0.232946038,1.940361583,0.03083712,0.134797678,0.603900896,1.021460815,0.587853049,1.407864277,0,0,1.986653418,1.908909467,0.147522065,0
'_techniques_T1083'-156,0.727244732,0,1.273464977,0.564302943,0.620977175,0.000754113,0.073158549,0.572735396,0,2.216471121,0.233797746,1.82379273,1.242209584,0,0.2192206,1.774776751,0.028753531,0.131498156,0.581929914,0.98284489,0.550213851,1.276315311,0,0,1.752794706,1.686302888,0.134614194,0
'_techniques_T1083'-157,0.75835101,0,1.263719568,0.591182535,0.656147895,0.000820316,0.076109322,0.624537836,0,2.216482946,0.234130384,1.825411461,1.28951898,0.003918956,0.236008988,1.916467805,0.03083712,0.133869054,0.603073038,1.02283247,0.568878651,1.36128246,0,0,1.989149117,1.905811737,0.147117517,0
'_techniques_T1083'-158,0.724819324,0,1.280924462,0.595024107,0.599097623,0.000820316,0.076109322,0.633374103,0,2.216471121,0.234130384,1.825411461,1.28951898,0.003918956,0.232192081,1.917349031,0.03083712,0.133869054,0.599079498,1.010994653,0.54855374,1.366757512,0,0,1.986653418,1.901726219,0.146783325,0
'_techniques_T1083'-159,0.414615246,0,0.320673,0.590398425,0.619917653,0.000756655,0.071963612,0.301627717,0,2.216482946,0.213623586,1.82379273,1.274312388,0,0.127804762,1.747971456,0.02885275,0.019514938,0.611115533,0.790422618,0.542102073,0.675411915,0,0,1.768291026,1.655895923,0.111613033,0
'_techniques_T1083'-16,1.129289987,1.366518736,1.533444935,2.107496704,2.171697661,1.965560939,2.037885368,2.039212965,1.666019467,2.063407527,0.474871972,2.126461043,1.893620846,1.677966574,0.308713095,2.02126005,1.643389726,2.066241105,1.982500722,1.835244525,1.643314496,1.609173174,0,1.655965073,2.116225222,1.764926137,0.200560657,0
'_techniques_T1083'-160,0.681132523,0,1.193223803,0.5669177,0.587146376,0.000756655,0.071963612,0.572540485,0,2.216482946,0.213623586,1.82379273,1.274312388,0,0.214476554,1.748967258,0.02885275,0.131222946,0.574045842,1.031316575,0.545277448,1.369039189,0,0,1.763599412,1.721487964,0.133821334,0
'_techniques_T1083'-161,0.237616712,0.011334762,0.23272572,0.158504512,0.069560045,0.000806987,0.00849621,0.302338608,0.000815619,1.276284564,0.234130384,1.823938927,1.272929971,0,0.138329427,1.582464059,0.03052844,0.020577633,0.132888679,0.444015076,0.205936167,0.562265253,0,0,1.986653418,1.809732527,0.123445747,0
'_techniques_T1083'-162,0.732405632,0,1.277139894,0.598484089,0.597356157,0.000820316,0.072962061,0.616526151,0,1.756054749,0.234130384,1.825411461,1.28951898,0.003918956,0.231970811,1.918390849,0.03083712,0.13402576,0.609087506,1.027707703,0.553428377,1.407864277,0,0,1.986653418,1.90243749,0.14740715,0
