,T1001,T1003,T1005,T1007,T1008,T1010,T1011,T1012,T1014,T1016,T1018,T1021,T1025,T1027,T1029,T1030,T1033,T1036,T1037,T1039,T1040,T1041,T1046,T1047,T1048,T1049,T1052,T1053,T1055,T1056,T1057,T1059,T1068,T1069,T1070,T1071,T1072,T1074,T1078,T1080,T1082,T1083,T1087,T1090,T1091,T1092,T1095,T1098,T1102,T1104,T1105,T1106,T1110,T1111,T1112,T1113,T1114,T1115,T1119,T1120,T1123,T1124,T1125,T1127,T1129,T1132,T1133,T1134,T1135,T1136,T1137,T1140,T1176,T1185,T1187,T1189,T1190,T1195,T1197,T1199,T1200,T1201,T1202,T1203,T1204,T1205,T1207,T1210,T1213,T1216,T1217,T1218,T1219,T1220,T1221,T1222,T1480,T1482,T1484,T1485,T1486,T1491,T1497,T1505,T1518,T1528,T1530,T1534,T1539,T1542,T1543,T1546,T1547,T1548,T1550,T1552,T1553,T1554,T1555,T1556,T1557,T1558,T1559,T1560,T1562,T1563,T1564,T1565,T1566,T1567,T1568,T1569,T1570,T1571,T1572,T1573,T1574,T1583,T1584,T1585,T1586,T1587,T1588,T1589,T1590,T1591,T1592,T1594,T1595,T1598,T1601,T1606
T1080,0.075340729,0.064685525,0.064872028,0.098474919,0.080157287,0.023831231,0,0.027642122,0.064163387,0.070260947,0.071220122,0.065325243,0.073731892,0.054867688,0.087533599,0.04836911,0.05698803,0.056640377,0.0279796,0.092591749,0.064127716,0.077789598,0.072198409,0.06662926,0.065996121,0.071228604,0.089196274,0.049478779,0.060742445,0.071401253,0.052819562,0.064942066,0,0.046989009,0.055113267,0.075478682,0.06284094,0.059108985,0.063617879,0.092861394,0.065053367,0.059225968,0.066506714,0.074351556,0.055241473,0.036281234,0.079657731,0.044173173,0.075446407,0.075307767,0.069158832,0.059909283,0.06245535,0,0.040798828,0.083633611,0.056709347,0,0.094240643,0.053498602,0.057850997,0.092092545,0,0,0.052709561,0.074196089,0.068784194,0.039370169,0.100026345,0.053845143,0,0.067232567,0,0.052702983,0.059961084,0.062875493,0.062174953,0.068491738,0.039461697,0.083777756,0,0.06284094,0,0.083106919,0.075159203,0,0,0.065473686,0,0,0.08809791,0.047055285,0.032004137,0.055014093,0.060594481,0.075965343,0,0.072127825,0.06284094,0.067934778,0.056741194,0,0.058418435,0.064708948,0.065935568,0,0,0,0,0.037170815,0.056332913,0.049677591,0.037729542,0.058594305,0.046964599,0.061518777,0.06361789,0.061620167,0.050786356,0.092113848,0.074359468,0.042794658,0.066162991,0.070252753,0.060324138,0,0.0681938,0.049770551,0.081650622,0.051308159,0.062793386,0.06081496,0.096992843,0.097664418,0.048626124,0.076312468,0.064161303,0.072245645,0,0.065775554,0,0.050420099,0.065135876,0.07560921,0,0,0,0,0,0.074919364,0,0
T1082,0.059466878,0.059579327,0.053632615,0.084345067,0.057594056,0.029417108,0,0.030508045,0.046394873,0.056433281,0.056424515,0.057172605,0.064333353,0.060981791,0.052135622,0.0174368,0.049003261,0.053090108,0.034899876,0.055761475,0.045322864,0.056958605,0.058490184,0.063227366,0.053118032,0.055732937,0.054663164,0.049656026,0.059885572,0.069025124,0.050407593,0.062792363,0,0.05800291,0.053052342,0.061202214,0.077570424,0.050315913,0.054092148,0.05463431,0.056749596,0.055237759,0.059095968,0.057336535,0.059993749,0.044785305,0.062215588,0.015924188,0.05920872,0.092959389,0.059116071,0.065462782,0.053824941,0,0.045827631,0.073432118,0.033570696,0,0.081814453,0.056932329,0.053380173,0.080431533,0,0,0.058216333,0.053847636,0.057068371,0.048598266,0.071915135,0.042146408,0,0.062231228,0,0.055657941,0.055327188,0.058798388,0.05368486,0.08454573,0.048711247,0.030201424,0,0.077570424,0,0.087953499,0.058894874,0,0,0.054630616,0,0,0.031758816,0.052843734,0.039505686,0.05076251,0.062776944,0.07894114,0,0.078540349,0.077570424,0.062684662,0.05854589,0,0.064399066,0.051659016,0.06523419,0,0,0,0,0.045883398,0.052648845,0.045584954,0.037337523,0.055768644,0.049875401,0.05462161,0.056644546,0.056858055,0.052800046,0.072555637,0.080970395,0.052825431,0.072439603,0.060887125,0.055885525,0,0.066074574,0.053763476,0.055652619,0.056231207,0.049808832,0.060341601,0.071901413,0.085251977,0.053988289,0.059583972,0.059706071,0.058898924,0,0.039176379,0,0.062238223,0.04663043,0.055869853,0,0,0,0,0,0.039199342,0,0
T1083,0.056081779,0.071107956,0.084501086,0.029134963,0.018637117,0.011179498,0,0.036157618,0.037775941,0.049350733,0.046962782,0.053654831,0.089334279,0.064038699,0.084599735,0.00319891,0.039723586,0.062466937,0.013725146,0.091787173,0.051155139,0.055613866,0.0366847,0.046343176,0.049906882,0.040454528,0.091969786,0.047255357,0.057990948,0.070841883,0.044507409,0.046974019,0,0.022043072,0.069573974,0.052587681,0.02947939,0.07651398,0.073488921,0.087219952,0.056288625,0.079033177,0.051104309,0.034286686,0.071062919,0.017019934,0.054760385,0.00292141,0.057449915,0.035327719,0.065024916,0.074859009,0.065423122,0,0.048733411,0.077862628,0.053989279,0,0.100217997,0.075307046,0.126856845,0.091024312,0,0,0.0624441,0.045767056,0.053260378,0.018468988,0.070008392,0.015096949,0,0.066627888,0,0.076560983,0.131483886,0.053131583,0.018592884,0.032130243,0.018511925,0.005540675,0,0.02947939,0,0.119690896,0.071289822,0,0,0.057425406,0,0,0.00582639,0.0526415,0.0150135,0.120636025,0.094768247,0.117477407,0,0.091633586,0.02947939,0.148968766,0.090068221,0,0.069882394,0.017418712,0.055106674,0,0,0,0,0.017437247,0.053516194,0.048506319,0.047747611,0.053783737,0.066684226,0.0750165,0.057961927,0.135121959,0.078404597,0.0742587,0.094468739,0.020075454,0.081883423,0.079239038,0.04519637,0,0.079322635,0.065627482,0.068200809,0.063192533,0.016755929,0.042086505,0.075786502,0.066787422,0.056053293,0.051772857,0.056454002,0.045549597,0,0.063570955,0,0.023652634,0.015065284,0.060555624,0,0,0,0,0,0.051708962,0,0
T1087,0.053855708,0.054271939,0.047616221,0.078876864,0.052832424,0.028334219,0,0.027957087,0.043784722,0.051348073,0.051345868,0.05236928,0.057878253,0.05678108,0.044199061,0.013859826,0.045028852,0.048402571,0.033266435,0.047310735,0.040198323,0.051056082,0.053788326,0.05883996,0.048219138,0.050856699,0.046436553,0.045977068,0.055419173,0.063620241,0.046663758,0.058461764,0,0.055867733,0.048256772,0.0557796,0.074714937,0.044786493,0.048589706,0.046275813,0.051856035,0.049873346,0.054370112,0.052494504,0.055514759,0.043136689,0.056416796,0.01265751,0.053528807,0.089537411,0.05367658,0.060701333,0.048693064,0,0.042293469,0.066880192,0.028350754,0,0.074042989,0.052313929,0.046420113,0.073103626,0,0,0.054176199,0.048457081,0.051991512,0.046809289,0.064322128,0.038864759,0,0.05702555,0,0.051005482,0.048113264,0.054284413,0.050243866,0.081433471,0.046918111,0.024005923,0,0.074714937,0,0.080661977,0.052732495,0,0,0.049570961,0,0,0.025243832,0.049261231,0.038051421,0.044143758,0.057135992,0.071926845,0,0.072742071,0.074714937,0.054511421,0.053206246,0,0.059891909,0.047965277,0.06060044,0,0,0,0,0.04419436,0.048314286,0.041559499,0.033899334,0.051411987,0.04579619,0.049175366,0.051804085,0.049444526,0.048116486,0.065485677,0.074992718,0.050880845,0.067215572,0.054928246,0.051684194,0,0.06050286,0.049658718,0.048930807,0.052193438,0.046215869,0.056458107,0.064350253,0.078541721,0.050328889,0.054052506,0.055007063,0.053893563,0,0.033212592,0,0.059947138,0.042754194,0.049923219,0,0,0,0,0,0.032808661,0,0
T1090,0.070489991,0.059296821,0.045561136,0.12223373,0.088709128,0.038351277,0,0.028751002,0.060467489,0.0683901,0.069920132,0.06535328,0.059171998,0.061245314,0.051878175,0.036435476,0.059511799,0.053191473,0.04502719,0.054465879,0.051942887,0.068590445,0.077907791,0.076772703,0.062591697,0.072352142,0.0518355,0.054142132,0.064802545,0.073185665,0.057310139,0.075415431,0,0.075618774,0.04898948,0.074379151,0.101129071,0.044212847,0.051146153,0.05548693,0.063426797,0.048445278,0.069370106,0.07849296,0.056413011,0.058386896,0.076008662,0.033274761,0.069531557,0.121191766,0.063380568,0.062763968,0.054425204,0,0.045737656,0.079835669,0.034199052,0,0.082091949,0.050001132,0.021630382,0.084240436,0,0,0.057681359,0.068484788,0.066665805,0.063357878,0.087357307,0.063073716,0,0.065625043,0,0.047562235,0.02241934,0.06669393,0.077595698,0.110222823,0.063505172,0.063108096,0,0.101129071,0,0.075741449,0.062155324,0,0,0.060462095,0,0,0.066362381,0.054322732,0.051503823,0.020569669,0.049868248,0.063468366,0,0.074480191,0.101129071,0.02540069,0.045749805,0,0.06344289,0.076654324,0.074552489,0,0,0,0,0.059818488,0.056757831,0.048636044,0.034746643,0.061139958,0.043483847,0.050268747,0.061947098,0.023039668,0.042527597,0.083158415,0.076784616,0.068868861,0.069884076,0.058816791,0.0662527,0,0.064252368,0.049681733,0.062144996,0.054414383,0.074072586,0.073347417,0.083370051,0.104166461,0.054330539,0.073138649,0.06658262,0.073974369,0,0.038982925,0,0.081140379,0.071916759,0.064038302,0,0,0,0,0,0.048094726,0,0
T1091,0.089736306,0.085105359,0.075460974,0.137873435,0.097291505,0.045508603,0,0.04195311,0.070050319,0.08584092,0.086630135,0.084960798,0.091169484,0.086504709,0.078708601,0.035041123,0.074422151,0.075579778,0.053430412,0.083770014,0.068667508,0.086932894,0.092404486,0.095773772,0.079914263,0.08722868,0.081490274,0.072155041,0.087161729,0.099841625,0.074632023,0.09462057,0,0.089731165,0.074268514,0.093166293,0.120002334,0.071103504,0.07724924,0.082934651,0.083703527,0.076907555,0.088589311,0.09178694,0.083511523,0.06928338,0.09503544,0.032001365,0.089044428,0.14380924,0.086373312,0.091537928,0.077695822,0,0.064198673,0.107379561,0.050625846,0,0.117834737,0.078452401,0.067857143,0.116712163,0,0,0.082209063,0.083817423,0.08554009,0.075182074,0.110276094,0.069563485,0,0.089940771,0,0.076398391,0.070332199,0.087023404,0.087631753,0.130793212,0.075356856,0.060693004,0,0.120002334,0,0.120859813,0.086636979,0,0,0.080537128,0,0,0.063822751,0.075202768,0.061115749,0.064529557,0.08531746,0.107457037,0,0.109470125,0.120002334,0.079685056,0.07939623,0,0.090782812,0.085521348,0.096607135,0,0,0,0,0.070982143,0.076543204,0.065771837,0.051948619,0.081541678,0.068655872,0.077178068,0.0829109,0.072278244,0.071890285,0.108426959,0.112857143,0.081721546,0.101479514,0.087101551,0.083933744,0,0.093542335,0.074641912,0.084233864,0.078845372,0.082556931,0.091356324,0.108528092,0.12971971,0.076599911,0.091186733,0.08787406,0.09082278,0,0.059144168,0,0.096283243,0.07882607,0.084128865,0,0,0,0,0,0.063256156,0,0
T1092,0.055139681,0.058837002,0.057302492,0.067314471,0.045258167,0.024042281,0,0.029738913,0.045578654,0.051509648,0.050943171,0.053183581,0.06622235,0.058513879,0.055437298,0.012200847,0.044164647,0.052027907,0.028227387,0.059613756,0.043658372,0.053049426,0.050203765,0.056119466,0.049253311,0.048976439,0.058929607,0.046302753,0.056351763,0.065793144,0.046424978,0.055883673,0,0.047405144,0.053677989,0.055679012,0.06339746,0.052656556,0.055269327,0.057741102,0.053454471,0.057266995,0.054040954,0.048727219,0.059505017,0.03660254,0.056794693,0.011142444,0.055243249,0.075974693,0.057048619,0.064349039,0.053328446,0,0.043504288,0.069933992,0.035221312,0,0.081253036,0.058165791,0.066666667,0.078246793,0,0,0.056329932,0.048625691,0.052905395,0.039718831,0.066873794,0.033088617,0,0.059836007,0,0.057497725,0.069098301,0.054381226,0.042872094,0.069098301,0.039811169,0.021132487,0,0.06339746,0,0.090581628,0.058061653,0,0,0.052081652,0,0,0.022222222,0.04997743,0.032287566,0.06339746,0.066666667,0.083467455,0,0.077599076,0.06339746,0.078287073,0.062537294,0,0.062487366,0.040992048,0.059501438,0,0,0,0,0.0375,0.049901622,0.043360882,0.037262525,0.052334921,0.051109452,0.055962497,0.053791638,0.071010205,0.055790706,0.06855807,0.08,0.043173647,0.071000158,0.061490436,0.050419083,0,0.065526597,0.0537448,0.054698838,0.055033663,0.039502304,0.053173385,0.068235442,0.076367975,0.051836157,0.054242932,0.0557647,0.05247586,0,0.041657365,0,0.050866619,0.036628022,0.053380261,0,0,0,0,0,0.038687174,0,0
T1095,0.07906102,0.069716521,0.075373972,0.0905441,0.076977572,0.019248641,0,0.029024444,0.056600546,0.072661877,0.073263406,0.067455316,0.082791165,0.055746137,0.103058225,0.051641369,0.057570007,0.060668904,0.022599305,0.109293573,0.070188706,0.082882647,0.071244577,0.064907114,0.069022484,0.072056759,0.105718001,0.049999405,0.061886398,0.07390896,0.053123759,0.063188934,0,0.037953329,0.060496582,0.07772786,0.050757037,0.06779878,0.071179748,0.109022787,0.067904694,0.066665972,0.067510383,0.073729697,0.058268729,0.029304589,0.082814269,0.047161569,0.079604913,0.060826574,0.073862301,0.06252672,0.068057156,0,0.041431071,0.088245337,0.066567261,0,0.102797645,0.058376601,0.076755621,0.098685502,0,0,0.053978745,0.077578527,0.071540022,0.031799542,0.10676083,0.050786123,0,0.070684305,0,0.058220751,0.079555245,0.063755791,0.05704008,0.055321223,0.03187347,0.089445475,0,0.050757037,0,0.091496525,0.082546514,0,0,0.069515482,0,0,0.094057896,0.047067714,0.02584995,0.072991671,0.068961887,0.086056062,0,0.075734781,0.050757037,0.090134594,0.064974513,0,0.060029214,0.060611024,0.065271182,0,0,0,0,0.03002311,0.058477326,0.052159872,0.041011751,0.060019468,0.051419285,0.068794873,0.066615559,0.081756486,0.057492111,0.098025481,0.078078023,0.034565524,0.068814823,0.0777064,0.060043156,0,0.073197845,0.052978814,0.090887201,0.053271919,0.058911687,0.058138982,0.104462033,0.097855796,0.049327322,0.079186093,0.065691089,0.073172245,0,0.077441256,0,0.040724642,0.06260316,0.081840554,0,0,0,0,0,0.085684633,0,0
T1098,0.054500717,0.064470053,0.076592328,0.033344175,0.024674994,0.01007486,0,0.030801017,0.036037085,0.048210164,0.046439334,0.050553283,0.080980279,0.055814189,0.082024071,0.010980762,0.038333172,0.056070025,0.011828619,0.088576764,0.050037909,0.055059263,0.037761409,0.04378686,0.048228302,0.041123911,0.088127031,0.042326791,0.052688664,0.06438366,0.041145599,0.043829928,0,0.019865013,0.061731786,0.051341159,0.026566554,0.068057264,0.067109433,0.085022083,0.052755211,0.070072254,0.048389197,0.036437947,0.062309962,0.015338207,0.053946762,0.0100282,0.055707101,0.031837014,0.060583409,0.065675401,0.060200113,0,0.041442817,0.071598524,0.051846531,0,0.091990162,0.065898619,0.11015873,0.084092069,0,0,0.054832586,0.046533913,0.051031735,0.016644082,0.069753116,0.017270338,0,0.061000971,0,0.066951508,0.114176716,0.049297266,0.021148823,0.028955478,0.016682776,0.019019238,0,0.026566554,0,0.104686811,0.067167396,0,0,0.054129772,0,0,0.02,0.045752396,0.013530028,0.104756754,0.082751323,0.102603277,0,0.080370472,0.026566554,0.129360068,0.078624952,0,0.061353987,0.021072355,0.05046189,0,0,0,0,0.015714286,0.048946903,0.043936266,0.041819596,0.049352145,0.058342337,0.067651283,0.053839317,0.11733591,0.06847987,0.071391022,0.082857143,0.018091814,0.071849401,0.072346587,0.042450115,0,0.071164138,0.057511232,0.066565373,0.05545334,0.020377084,0.039368369,0.073859806,0.064415647,0.049244281,0.051110603,0.052217144,0.045100134,0,0.061635519,0,0.021315536,0.020012424,0.05882838,0,0,0,0,0,0.05387976,0,0
T1102,0.067264501,0.06130833,0.062057393,0.083261647,0.066551378,0.021933678,0,0.027249269,0.048225935,0.061951636,0.062979046,0.059141036,0.070140625,0.053584321,0.077591628,0.036095081,0.050694633,0.053724805,0.025751734,0.083513506,0.057074608,0.068680326,0.062864747,0.060493547,0.058593127,0.06221659,0.079962739,0.046523388,0.057080144,0.067202803,0.048561342,0.059267126,0,0.043247525,0.053478781,0.067217342,0.057837251,0.056769353,0.059902231,0.083050954,0.059586981,0.057779903,0.060380819,0.064007147,0.054543963,0.033392353,0.070560846,0.032963894,0.067450503,0.069311411,0.063786488,0.058955665,0.058441027,0,0.039838876,0.076615346,0.050013008,0,0.088422722,0.053466988,0.062326027,0.085108634,0,0,0.051591485,0.064655262,0.061456747,0.036235332,0.087997049,0.044670913,0,0.062608909,0,0.052907499,0.064599338,0.057959072,0.053196944,0.063038106,0.036319572,0.064248658,0,0.057837251,0,0.083326423,0.068241814,0,0,0.059759712,0,0,0.065742396,0.045754624,0.029455818,0.059269676,0.061499043,0.076967285,0,0.071102736,0.057837251,0.073189833,0.057719909,0,0.057234371,0.053966222,0.06113755,0,0,0,0,0.034211101,0.052248985,0.045997281,0.036554719,0.054321514,0.046993902,0.058945899,0.058358482,0.066386759,0.051442848,0.082853696,0.073302662,0.039387147,0.065045353,0.066061658,0.054913471,0,0.065505727,0.049301191,0.07195604,0.05041643,0.052305092,0.055525732,0.086488049,0.087610774,0.047467875,0.067523258,0.059021892,0.063266896,0,0.058304838,0,0.046405415,0.053255656,0.066862125,0,0,0,0,0,0.063187344,0,0
T1104,0.061094184,0.059545241,0.049329169,0.096531292,0.064871321,0.034502234,0,0.030728601,0.049171942,0.05879335,0.059118392,0.059472798,0.06171464,0.063581729,0.04515685,0.017429781,0.052004947,0.053199658,0.040508134,0.04816336,0.044411314,0.057633664,0.063598196,0.068651758,0.054731289,0.059375465,0.04701014,0.052108555,0.062716842,0.071434538,0.053401406,0.06807476,0,0.06802946,0.052058567,0.063999298,0.090979471,0.046769866,0.052024423,0.04746848,0.058467197,0.052880635,0.062355297,0.062298589,0.0610424,0.052527022,0.064541189,0.015917778,0.060497206,0.109028617,0.059625331,0.067123708,0.053226292,0,0.047307538,0.074687923,0.02897191,0,0.080832717,0.056416708,0.042099567,0.080860721,0,0,0.060490901,0.055644707,0.059071271,0.056999102,0.072630515,0.047438347,0,0.06363049,0,0.054589586,0.043635128,0.061949578,0.061481258,0.099160548,0.057131613,0.030189267,0,0.090979471,0,0.086513744,0.057636003,0,0,0.05542743,0,0,0.031746032,0.055556384,0.046334753,0.040035084,0.05995671,0.075719591,0,0.080181513,0.090979471,0.049437778,0.055591871,0,0.06675939,0.058773667,0.069721919,0,0,0,0,0.053814935,0.054328271,0.046380185,0.036747615,0.058199001,0.049287078,0.052574951,0.058166609,0.044842483,0.050678042,0.073476507,0.082662338,0.061956987,0.074461802,0.059312731,0.059730115,0,0.066332602,0.054329998,0.053290324,0.057872305,0.056636745,0.066172106,0.071871407,0.091034616,0.056456144,0.061929595,0.062425354,0.062538626,0,0.033932306,0,0.072996901,0.052500625,0.055525162,0,0,0,0,0,0.035073705,0,0
T1105,0.07804508,0.087176721,0.094155972,0.073738578,0.051380373,0.02488171,0,0.042775283,0.055663688,0.071130646,0.069579376,0.073800595,0.103757857,0.081101106,0.096852797,0.017385948,0.058933022,0.076450286,0.029212938,0.104493141,0.066503563,0.076980176,0.063369944,0.071543624,0.069381543,0.064653527,0.10350593,0.063008635,0.077462551,0.092341496,0.062377143,0.071369966,0,0.04906028,0.081405074,0.07636989,0.065610962,0.085154211,0.086317573,0.100764944,0.075450001,0.089669263,0.073024325,0.061477746,0.086042295,0.037880507,0.079004208,0.015877747,0.078915156,0.078627325,0.083362295,0.091921327,0.080266689,0,0.060209662,0.100516518,0.061377027,0,0.122458076,0.087429064,0.12326439,0.114951456,0,0,0.078726957,0.068045239,0.073976316,0.041105602,0.097330112,0.03694432,0,0.085640148,0,0.087629923,0.127760398,0.073807267,0.04689389,0.071510846,0.041201164,0.0303114,0,0.065610962,0,0.137526882,0.088611161,0,0,0.075361409,0,0,0.031666196,0.067953644,0.033414876,0.117219738,0.10501527,0.130812945,0,0.111615458,0.065610962,0.144750124,0.099175939,0,0.087677816,0.045512428,0.078428627,0,0,0,0,0.038809301,0.070153706,0.061900384,0.055809957,0.072256206,0.07711442,0.087144996,0.076387929,0.131295444,0.087369474,0.099406374,0.115068852,0.044681041,0.101020479,0.094476546,0.06632389,0,0.096590846,0.078534207,0.085882244,0.078146929,0.043914357,0.066361508,0.100948826,0.10065591,0.071652206,0.075190091,0.076779727,0.069848175,0,0.072778299,0,0.052642611,0.041611998,0.079637974,0,0,0,0,0,0.065703756,0,0
T1106,0.067594222,0.078721525,0.074800497,0.082829259,0.049146653,0.034902881,0,0.04220594,0.053538563,0.063463668,0.062102559,0.068721485,0.087561213,0.083296352,0.060579499,0.000697191,0.056183306,0.069933504,0.040978522,0.065810336,0.050958118,0.06240379,0.061074456,0.074495839,0.061012755,0.058800617,0.066067859,0.063346972,0.07674164,0.089099621,0.062186198,0.074798312,0,0.068819432,0.073366833,0.068889023,0.092035943,0.069135415,0.072173192,0.062363226,0.069154793,0.077767314,0.070063384,0.057360977,0.084430962,0.053136977,0.06890625,0.000636711,0.067629131,0.110294679,0.073559923,0.091376423,0.06949095,0,0.061932588,0.090890074,0.038012477,0,0.106274257,0.082387506,0.093434504,0.102069447,0,0,0.080129354,0.056243964,0.066566752,0.057660987,0.077751779,0.038163521,0,0.079751607,0,0.081389301,0.096842481,0.07228076,0.053008046,0.10031202,0.057795037,0.001207571,0,0.092035943,0,0.128242919,0.072301195,0,0,0.066186361,0,0,0.001269841,0.071245636,0.046872802,0.088852653,0.0942211,0.1179947,0,0.110129848,0.092035943,0.109720707,0.08835631,0,0.088860488,0.048216044,0.080723403,0,0,0,0,0.054439845,0.066580562,0.057385762,0.051246021,0.070241547,0.072380153,0.074410285,0.070353788,0.099522049,0.078872066,0.084435104,0.113537277,0.062676444,0.100853476,0.080706116,0.066413979,0,0.089457903,0.076222469,0.062967586,0.078186155,0.046259204,0.071842798,0.081428515,0.097731109,0.073800963,0.065744849,0.074098405,0.064745711,0,0.045521379,0,0.073844556,0.039651407,0.063744706,0,0,0,0,0,0.03626995,0,0
T1110,0.050811974,0.055798646,0.067447929,0.033455303,0.028272066,0.007250847,0,0.025226151,0.033985174,0.044966982,0.043801203,0.045212936,0.070736582,0.045388829,0.07909293,0.018707965,0.034945723,0.048334611,0.008513022,0.084982852,0.047712165,0.05269658,0.036392881,0.038367884,0.044625798,0.039628697,0.083903284,0.03585256,0.044847296,0.055107981,0.035622271,0.038038881,0,0.014296789,0.052527907,0.047777302,0.019119869,0.059721975,0.059156174,0.082455334,0.047057659,0.060001193,0.043255647,0.03626815,0.05107797,0.011038861,0.050885413,0.017085081,0.051906015,0.022913003,0.054059451,0.053722825,0.053207089,0,0.033697862,0.063527286,0.05029958,0,0.081067318,0.054352868,0.092994709,0.074320466,0,0,0.044671293,0.045481098,0.046667947,0.011978695,0.06726858,0.01869856,0,0.052964785,0,0.055332933,0.096386645,0.042999405,0.02108248,0.02083917,0.012006543,0.032403146,0,0.019119869,0,0.086472444,0.061321452,0,0,0.048898947,0,0,0.034074074,0.037065821,0.00973752,0.088434425,0.068698413,0.085122649,0,0.065823724,0.019119869,0.109204253,0.065329054,0,0.050022067,0.022337316,0.043110603,0,0,0,0,0.011309524,0.042482241,0.038391115,0.035379047,0.042614887,0.048147513,0.058852069,0.047548555,0.0990536,0.056807114,0.066073466,0.067860317,0.013020624,0.058731127,0.063559066,0.03743482,0,0.060536745,0.047226558,0.063663293,0.045312183,0.0217062,0.033800434,0.069739872,0.058486589,0.040031418,0.048284907,0.04553079,0.042322417,0,0.059432965,0,0.015340726,0.022990132,0.055442965,0,0,0,0,0,0.055813696,0,0
T1111,0.070507976,0.054912774,0.036006354,0.136282325,0.098925873,0.042741833,0,0.026434589,0.070246071,0.069471252,0.071692174,0.065294372,0.050988853,0.058916079,0.042440668,0.040669489,0.061247157,0.049425184,0.050182022,0.04398424,0.049745191,0.068196032,0.083089972,0.080249251,0.062633049,0.075792367,0.040968291,0.053647241,0.064074065,0.071248403,0.057945576,0.078554288,0,0.084275812,0.043210535,0.075799406,0.112706595,0.035890715,0.044756275,0.046023729,0.062519011,0.040659177,0.070514703,0.084120294,0.051913506,0.065071183,0.077147623,0.037141481,0.069104621,0.13506612,0.060670798,0.058599965,0.050205313,0,0.043881572,0.07716927,0.028143965,0,0.075445631,0.043550885,0,0.079794463,0,0,0.055129253,0.070040298,0.06676625,0.070611256,0.086957676,0.069835889,0,0.063161789,0,0.040442001,0,0.067119452,0.086513118,0.122841423,0.070775412,0.070441622,0,0.112706595,0,0.064848353,0.057770909,0,0,0.058738832,0,0,0.074074074,0.053087362,0.057400117,0,0.039506173,0.050907036,0,0.068976957,0.112706595,0,0.035618713,0,0.060394878,0.085471585,0.07606306,0,0,0,0,0.066666667,0.055503894,0.0468505,0.031015261,0.060557584,0.037635961,0.043571157,0.060512447,0,0.03417316,0.081545786,0.071111111,0.07675315,0.065542209,0.052569312,0.068189879,0,0.059162682,0.045110849,0.058001924,0.051147007,0.082593522,0.07720991,0.081282291,0.107807919,0.052481148,0.07441904,0.06631649,0.07675802,0,0.031891279,0,0.090429545,0.080199877,0.061954571,0,0,0,0,0,0.044508432,0,0
T1112,0.028674143,0.040911564,0.028101828,0.040179655,0.024524844,0.016374711,0,0.072422703,0.02337416,0.027304171,0.026976121,0.029120263,0.034053983,0.035136676,0.022041021,0.001835452,0.02444956,0.040486614,0.090687641,0.023860691,0.020765122,0.027882477,0.027766301,0.032837702,0.025890472,0.026176583,0.023828558,0.027652383,0.032275918,0.037081554,0.027786299,0.037532228,0,0.032286684,0.037723957,0.029726675,0.043178726,0.03066804,0.028200605,0.022781864,0.03061651,0.039979543,0.030121727,0.026353745,0.034169658,0.024929249,0.029634502,0.00167623,0.028529097,0.051744825,0.03019647,0.037241623,0.027893288,0,0.113222227,0.038694358,0.014994222,0,0.042586171,0.032551582,0.031418004,0.041643121,0,0,0.033052852,0.024417257,0.028265927,0.027051692,0.032814854,0.020432645,0,0.032930323,0,0.031869838,0.03256396,0.030801407,0.025687041,0.047061453,0.027114581,0.003179096,0,0.043178726,0,0.050341679,0.029004807,0,0,0.027438433,0,0,0.003343032,0.047182379,0.021990407,0.029877324,0.036080441,0.045343656,0,0.04471064,0.043178726,0.036894353,0.033675602,0,0.036576104,0.023621724,0.054907557,0,0,0,0,0.025540491,0.047872538,0.049075729,0.064838366,0.03445257,0.028528073,0.049739356,0.02931683,0.033464983,0.030325536,0.03521298,0.046093992,0.029404697,0.041195406,0.031881545,0.042371521,0,0.038656922,0.030652205,0.025105664,0.031971982,0.022685421,0.031850094,0.033739251,0.042753349,0.030622546,0.028344597,0.032909499,0.028459891,0,0.01656233,0,0.034644224,0.019801238,0.026239939,0,0,0,0,0,0.013948166,0,0
