,T1001,T1003,T1005,T1007,T1008,T1010,T1012,T1014,T1016,T1018,T1021,T1025,T1027,T1029,T1030,T1033,T1036,T1037,T1039,T1040,T1041,T1046,T1047,T1048,T1049,T1052,T1053,T1055,T1056,T1057,T1059,T1068,T1069,T1070,T1071,T1074,T1078,T1080,T1082,T1083,T1087,T1090,T1091,T1092,T1095,T1102,T1104,T1105,T1106,T1110,T1112,T1113,T1114,T1115,T1119,T1120,T1123,T1124,T1125,T1129,T1132,T1133,T1134,T1135,T1136,T1137,T1140,T1176,T1185,T1189,T1190,T1195,T1197,T1201,T1203,T1204,T1210,T1217,T1218,T1219,T1221,T1222,T1480,T1482,T1484,T1485,T1486,T1497,T1505,T1518,T1542,T1543,T1546,T1547,T1548,T1550,T1552,T1553,T1554,T1555,T1556,T1557,T1558,T1559,T1560,T1562,T1564,T1565,T1566,T1567,T1568,T1569,T1570,T1571,T1572,T1573,T1574,T1583,T1584,T1585,T1587,T1588,T1589,T1598
T1482,0.821966328,1.285241588,1.130685594,0.658373206,0.899071359,0.897142857,0.574508825,0.615873016,0.74289436,0.783514872,1.097718019,0.714452214,1.084973641,0.64607438,0.493006993,1.031837727,0.918963786,0.375,0.335664336,0.709224599,1.042080401,0.826990839,1.094300712,0.800262238,0.84845231,0.231404959,0.674112622,0.801460537,0.930004575,0.748461735,2.360566906,0.398639032,0.861818182,1.576619638,2.47138747,0.8084334,0.834821428,0.650500217,0.863184514,0.994267758,0.9459345,0.838441485,0.874846437,0.75,0.922372881,0.766724645,0.828282828,2.274289949,1.084375,0.699547196,0.531660696,0.948194867,0.707467532,0.904951299,0.664366883,0.801515151,0.720049613,0.611972465,0.851851852,0.696969697,0.871574381,1.016388374,0.908636364,0.727912932,0.760330578,0.916666667,1.142311031,0.857142857,0.330578512,0.750463428,0.613733489,0.909090909,0.9,0.75,0.696355446,1.242683243,0.397941681,0.272727273,1.907727955,0.830348599,0.573841179,0.736842105,0.833333333,0.778409091,0.833333333,0.926406927,0.710277406,0.72269521,0.861971003,0.849161032,0.547950905,1.082444307,0.628776947,0.752223384,0.731219615,1.683261184,0.906141056,0.835411255,0.8,0.978155276,0.544805195,0.734848485,0.923076923,0.731405486,0.999527745,0.76475015,0.891765481,0.726136364,1.132623562,0.824675325,0.757727273,0.794227702,0.574547293,1.401430031,0.774025974,1.953876793,0.958507193,1.033868093,0.875,0.556818182,0.875,0.595494418,0.701515151,0.502734108
T1484,0.74252802,1.339439829,1.208859358,0.697368421,0.804183468,0.84,0.60279304,0.636111111,0.695145847,0.850662442,1.086757883,0.666666667,1.070635169,0.564204545,0.403846154,1.079311992,1.010618902,0.375,0.230769231,0.632046569,0.856786851,0.792635659,1.11602456,0.724358974,0.786803393,0.227272728,1.094828985,0.705947511,0.913779056,0.856382979,2.376759345,0.393957926,0.895408163,1.612849603,1.79591963,0.772670163,0.808035714,0.578349282,1.151880355,0.979141436,0.958850932,0.775611217,0.902167793,0.75,0.808601695,0.683134868,0.796875,2.058147262,1.10625,0.649042146,0.531598513,0.92825957,0.623214286,0.881919643,0.667366947,0.782291667,0.742877207,0.755752336,0.824074074,0.645833333,0.687731724,0.961054422,0.895,0.622904091,0.832521645,0.916666667,1.113244821,0.857142857,0.227272727,0.719573067,0.588942308,0.909090909,0.9,0.75,0.679504504,1.107075024,0.386792453,0.1875,2.013868066,0.867293233,0.510869566,0.675438597,0.833333333,0.75,0.833333333,0.93452381,0.709466912,0.716639537,0.828125,0.928420569,0.558924485,1.124416199,0.615921116,0.758668102,0.700280884,1.64186508,0.895947465,0.801309524,0.8,0.973990268,0.528571429,0.694444444,0.923076923,0.727365598,0.930952381,0.76754607,0.894125259,0.690625,0.773824903,0.785714286,0.6625,0.807692308,0.510111223,1.332263242,0.714285714,1.521890722,0.938256007,0.919607843,0.875,0.5,0.875,0.515625,0.6125,0.392857143
T1485,0.888854296,2.207839928,2.043838,0.627243108,0.78609831,0.8,0.701916536,0.690986394,0.751664894,0.907936965,1.365877826,0.985576923,1.327001013,0.660146104,0.494505494,1.126040885,1.338173464,0.375,0.263736264,0.709558824,1.106904257,0.797065338,1.184661069,0.83173077,0.805678698,0.272727273,0.906685766,1.000298597,1.22074561,0.846544926,2.808669545,0.537059687,0.905772595,2.816416298,2.213233189,1.242254686,1.262436224,0.702580315,1.222944585,1.627026118,1.212133984,0.679489889,1.107464608,0.75,0.988861985,0.756398372,0.75,3.949687982,1.681473214,0.950492611,0.620928306,1.159979494,0.744897959,1.064126275,0.915128551,1.1375,0.851238248,0.814271769,1.014550265,0.982142857,0.72605014,1.10675413,0.865,0.70121922,0.7552953,0.916666667,1.519740883,0.857142857,0.545454545,0.784530889,0.723023504,0.909090909,0.9,0.75,1.09828668,1.749525166,0.460223694,0,2.466159777,0.872878625,0.863777527,1.129699248,0.833333333,0.6875,0.833333333,1.452891157,1.095063025,0.93958737,0.78125,0.964380821,0.792906179,1.319201047,0.837121212,1.13874339,0.806462528,1.984126984,1.354975618,0.892653061,0.8,1.523336809,0.671428571,0.952380952,0.923076923,0.880703067,1.514965986,0.912809984,1.253430938,0.904017857,1.018625516,1.102040816,0.525,0.879747446,0.639968222,1.911430865,0.642857143,1.705893323,1.196147473,1.005882353,0.875,0.375,0.875,0.535714286,0.671428571,0.459183673
T1486,0.913024966,2.126949757,1.97531783,0.691550877,0.825053763,0.825657143,0.712764347,0.732190476,0.782252539,1.00094086,1.364103147,0.967564103,1.308302044,0.676454545,0.524615384,1.198721134,1.344463801,0.375,0.307692308,0.724558824,1.192313892,0.82248062,1.214153856,0.848141026,0.844080318,0.334545455,1.129017394,0.907745866,1.192305775,0.911077218,2.854206019,0.514266145,0.929126531,2.64745849,2.360319369,1.199779307,1.213214286,0.707559809,1.394156323,1.550686202,1.229089027,0.715862749,1.113855105,0.75,1.006239548,0.788547855,0.768333333,3.620845295,1.620520833,0.936950192,0.617588104,1.149288676,0.763285714,1.03775,0.918081232,1.099055556,0.866565008,0.901684563,0.994074074,0.95,0.776801977,1.133111111,0.8746,0.751737089,0.812683982,0.916666667,1.489979338,0.857142857,0.556363636,0.786491079,0.722492878,0.909090909,0.9,0.75,1.037427928,1.708819247,0.477132781,0.06,2.433248376,0.916601504,0.847905138,1.071578947,0.833333333,0.7075,0.833333333,1.40552381,1.087615196,0.942179779,0.800387931,1.010996633,0.810800916,1.335719775,0.834957647,1.099603027,0.793752098,1.904920635,1.305806995,0.896419047,0.8,1.45733528,0.686571428,0.93,0.923076923,0.885189631,1.442510822,0.924838301,1.229109731,0.8895,1.193808341,1.054285714,0.5778,0.902582096,0.661112235,1.921573034,0.674714286,1.846766435,1.179869097,1.033921568,0.875,0.415,0.875,0.567763158,0.7005,0.510676692
T1491,0.77842021,0.740364514,0.910465117,0.841052632,0.939348119,0.987142857,0.552564103,0.696825397,0.773627721,1.012672811,1.034513778,0.512820513,0.906862745,0.618181818,0.423076923,1.258958433,0.818391502,0.375,0.307692308,0.680147059,1.14835631,0.872093024,1.16047994,0.790064103,0.913722753,0.318181819,1.242779725,0.632129062,0.773112868,0.952800081,2.412455776,0.335616439,0.920816327,0.953694818,2.991475516,0.527777778,0.5625,0.568181818,1.268130767,0.661111001,0.899223603,0.924364123,0.811092342,0.75,0.847288136,0.740433503,0.871527778,1.384813043,0.7578125,0.511111112,0.502446096,0.901854067,0.65,0.8,0.590905112,0.614583333,0.731139647,0.827429926,0.740740741,0.5,0.989685331,0.980952381,0.925,0.841046278,0.937770563,0.916666667,0.920980622,0.857142857,0.136363637,0.723237044,0.525641026,0.909090909,0.9,0.75,0.432432432,0.90265907,0.386792453,0.375,1.654422789,0.955639098,0.363636364,0.473684211,0.833333333,0.8125,0.833333333,0.566666667,0.531341912,0.634689818,0.909482759,0.933838384,0.504576659,1.074046704,0.555675806,0.516143365,0.667703916,1.492063493,0.609565951,0.785952381,0.8,0.627591241,0.525,0.583333333,0.923076923,0.682926829,0.653679654,0.744025338,0.714233955,0.6,1.406762397,0.642857143,0.89,0.820681512,0.533367038,1.102461209,0.860714286,2.150990257,0.788483844,1.099019608,0.875,0.625,0.875,0.606359649,0.729166667,0.507518797
T1497,0.77265053,1.572433458,1.492699716,0.641671827,0.753109846,0.805266106,0.647759702,0.63968254,0.688305243,0.840635448,1.146153718,0.771304676,1.127821132,0.578163993,0.416289593,1.065823989,1.053437351,0.389705882,0.21719457,0.63268935,0.907980371,0.765313877,1.107312873,0.738750629,0.762801524,0.231729055,0.934830137,0.809722323,1.008968955,0.826205372,2.405599365,0.442864817,0.881808724,2.000402449,1.912264691,0.925985908,0.951242997,0.598649029,1.102581902,1.194518571,1.009365485,0.700450235,0.958068362,0.735294118,0.845337321,0.674321963,0.752178649,2.703681118,1.281035539,0.751633987,0.578047671,0.996528755,0.644957983,0.939110644,0.743546438,0.905065359,0.773644289,0.749009491,0.887436456,0.774509804,0.674195527,0.979305056,0.85745098,0.637708604,0.77611196,0.898692811,1.22706697,0.840336134,0.370766488,0.72882203,0.624183007,0.891265597,0.882352941,0.735294118,0.816267002,1.287907566,0.406934489,0.058823529,2.096470148,0.830782839,0.660466558,0.849673203,0.816993464,0.693627451,0.816993464,1.083006536,0.844355536,0.794563425,0.783341785,0.905226958,0.647664558,1.162049869,0.678960473,0.89286094,0.726953792,1.734360411,1.033090129,0.818818861,0.784313725,1.143384381,0.564985994,0.789760349,0.904977375,0.778735092,1.125600543,0.803614226,1.005957455,0.768137255,0.877675059,0.899159664,0.564901961,0.816054087,0.538075695,1.476814696,0.658543418,1.492411217,1.004785808,0.936601307,0.857843137,0.406862745,0.857843137,0.496087031,0.619934641,0.401444788
T1505,0.734501056,0.951043548,0.914266455,0.661647597,0.818694483,0.892981366,0.537079949,0.587888198,0.681860286,0.758139652,0.964782238,0.587374582,0.970252671,0.563685771,0.392140468,1.01907497,0.770018842,0.375,0.214046823,0.62206948,0.896110932,0.785305022,1.051040495,0.725822185,0.792737128,0.166007905,0.742683078,0.709712753,0.828412465,0.765334916,2.101059703,0.362492555,0.864489796,1.205807434,2.235107838,0.638396059,0.67197205,0.551071354,0.829984551,0.793203118,0.82068593,0.804199253,0.811459557,0.75,0.803021371,0.671868274,0.812198068,1.671457135,0.8984375,0.582525404,0.50829869,0.871557104,0.60916149,0.853590838,0.573141213,0.697463768,0.6961058,0.604709185,0.796296297,0.597826087,0.78405122,0.93617273,0.896304348,0.663626688,0.779691323,0.916666667,0.985821673,0.857142857,0.181818182,0.715572014,0.552884615,0.909090909,0.9,0.75,0.56246083,0.952041785,0.362592289,0.195652174,1.736963041,0.785027787,0.465114281,0.606788711,0.833333333,0.752717391,0.833333333,0.734057971,0.589713875,0.657763413,0.846654798,0.8228191,0.487065964,1.010253313,0.549920066,0.620949845,0.689858372,1.571773637,0.735936288,0.789099379,0.8,0.792603406,0.471118012,0.65821256,0.923076923,0.689828052,0.795558065,0.711502014,0.776239985,0.661684783,1.05672848,0.736024845,0.709347826,0.765460893,0.483151624,1.159199293,0.75326087,1.663117544,0.849564137,0.985123615,0.875,0.505434783,0.875,0.526411136,0.649818841,0.420398823
T1518,0.632597216,0.955406106,0.95030121,0.632142198,0.681783213,0.799342105,0.571676788,0.573767752,0.602563236,0.730683817,0.917001605,0.556595817,0.940186335,0.470604067,0.300101215,0.981844243,0.776573513,0.390625,0.089068826,0.529524639,0.647385863,0.71634027,1.020918438,0.626223009,0.691804494,0.127990431,0.904483573,0.661977899,0.80880983,0.798672366,1.954893073,0.356956175,0.861911923,1.213850532,1.47737505,0.621986425,0.655721335,0.475226643,0.923446569,0.784407103,0.787442792,0.691982148,0.814644826,0.730263158,0.677230152,0.55879153,0.745157164,1.506363264,0.900719572,0.552157693,0.522830757,0.83276725,0.516447368,0.828630169,0.568126428,0.686348684,0.699469883,0.664293866,0.772417154,0.576754386,0.568559524,0.839079843,0.850131579,0.525309753,0.784425552,0.89254386,0.94504601,0.834586466,0.118421053,0.672802173,0.524783513,0.885167464,0.876315789,0.730263158,0.55442449,0.813415785,0.344212011,0.049342105,1.745899255,0.763682232,0.451508217,0.584256695,0.811403508,0.685855263,0.811403508,0.730513785,0.595435855,0.656506051,0.776202359,0.836500169,0.500045165,1.001682587,0.532212628,0.642259589,0.662888507,1.510651629,0.722340512,0.744332707,0.778947368,0.784741965,0.443515038,0.636695906,0.898785425,0.682338748,0.750991114,0.693936376,0.773958684,0.640625,0.619524149,0.712406015,0.556315789,0.749498366,0.412019052,1.028871335,0.651644737,1.136173939,0.822389834,0.842118163,0.851973684,0.398026316,0.851973684,0.423447599,0.544462719,0.289226355
T1528,1.479807863,3.531037255,2.723920266,0.874385965,1.505712366,1.174285714,0.837912088,0.857142857,1.212831286,1.431451613,2.048906354,1.282051282,1.729974969,1.129545455,0.980769231,1.661968466,1.84369749,0.375,0.923076923,1.178921569,3.053923648,1.127906977,1.473097113,1.415064103,1.360088049,0.636363636,0.917120976,1.065856245,1.505703331,0.892151746,4.886094447,0.589530333,0.9,3.945503153,7.222428426,1.671856222,1.725446429,1.125598086,1.722120771,2.151313308,1.877950311,1.169238357,1.260698198,0.75,1.786610169,1.401659085,0.993055556,6.650097466,2.203125,1.196168582,0.646349442,1.558971292,1.210714286,1.127678571,1.108280812,1.316666667,0.866372392,0.91842142,1.074074074,1.083333333,1.904078334,1.81292517,0.985,1.482562039,0.818181818,0.916666667,2.151951751,0.857142857,0.909090909,0.938402719,0.894230769,0.909090909,0.9,0.75,1.420720721,3.373694207,0.566037736,0.75,3.131184408,1.172932331,0.95256917,1.280701754,0.833333333,0.9375,0.833333333,2.038095238,1.322058824,1.018448182,1.037715517,1.126446281,0.835240275,1.689447236,1.165584416,1.519886,0.865175965,2.257936508,1.871821885,1.055714286,0.8,2.024136253,0.914285714,1.027777778,0.923076923,0.909462393,2.13030303,1.1272315,1.525362319,0.9625,3.514309848,1.214285714,1.255,1.009784076,1.070020222,3.560192616,1.078571429,5.180315863,1.533885667,1.680392157,0.875,0.875,0.875,1.025219298,1.158333333,1.086466165
T1530,1.297989682,2.700268025,2.479734219,0.830526316,1.365927419,1.067142857,0.742673993,0.841269841,1.138312056,1.22609447,1.853991099,1.185897436,1.524092616,1.079545455,1.038461538,1.401098901,1.654766917,0.375,0.923076923,1.116421569,2.543054083,1.073643411,1.371906637,1.235576923,1.244416407,0.636363636,0.842354621,1.204114999,1.402899593,0.857577278,3.787609599,0.589530333,0.9,3.415741249,5.415410883,1.508139408,1.584821429,1.16507177,1.472120771,1.940786992,1.519254658,1.099062918,1.156531532,0.75,1.701864407,1.270470966,0.965277778,6.038986355,1.859375,1.127203065,0.646349442,1.386244019,1.132142857,1.127678571,1.074667367,1.25,0.866372392,0.904336913,1.074074074,1.083333333,1.657809678,1.446258503,0.985,1.268276325,0.818181818,0.916666667,1.848802144,0.857142857,0.909090909,0.91971113,0.838675214,0.909090909,0.9,0.75,1.245720721,2.855175689,0.566037736,0.75,2.631184408,1.093984962,0.95256917,1.280701754,0.833333333,0.9375,0.833333333,1.60952381,1.192647059,0.987520347,1.003232759,1.026446281,0.835240275,1.495329589,1.00974026,1.273440502,0.865175965,2.257936508,1.609917123,1.034047619,0.8,1.704136253,0.914285714,1.027777778,0.923076923,0.909462393,1.941991342,1.037557587,1.377536232,0.9625,2.557413296,1.214285714,1.115,0.971322537,1.080889788,2.703049759,1.003571429,3.924218302,1.347265949,1.497058824,0.875,0.875,0.875,0.981359649,1.054166667,1.007518797
T1531,0.557374133,0.672286251,0.840143965,0.703859649,0.627688172,0.8,0.544871795,0.614285714,0.57725975,0.798099079,0.854417196,0.461538462,0.860659157,0.409090909,0.230769231,1.060081223,0.747467565,0.375,0,0.470588235,0.489607636,0.713178295,1.055727409,0.5625,0.668823151,0.136363637,1.235835281,0.729389352,0.741145459,0.926294661,1.822546531,0.335616439,0.920816327,0.895713372,1.057258803,0.484567901,0.526785715,0.409090909,1.125659051,0.619870357,0.733229813,0.679489889,0.811092342,0.75,0.578644068,0.487356168,0.75,0.909622542,0.7578125,0.466666667,0.502446096,0.790430622,0.446428571,0.8,0.544030112,0.614583333,0.731139647,0.802677451,0.740740741,0.5,0.47133758,0.765986395,0.865,0.471830986,0.892316017,0.916666667,0.821145362,0.857142857,0,0.659090909,0.487179487,0.909090909,0.9,0.75,0.432432432,0.534662868,0.339622642,0,1.654422789,0.819548872,0.363636364,0.473684211,0.833333333,0.6875,0.833333333,0.566666667,0.531341912,0.634689818,0.78125,0.895087236,0.504576659,0.9959799,0.4750481,0.511920392,0.645315856,1.436507937,0.583017278,0.724285714,0.8,0.627591241,0.425,0.583333333,0.923076923,0.682926829,0.572294372,0.686456234,0.702329193,0.6,0.39481268,0.642857143,0.525,0.774966261,0.360465116,0.780096308,0.642857143,0.810545756,0.744407622,0.788235294,0.875,0.375,0.875,0.375,0.5,0.214285714
T1534,1.332621716,1.726695256,2.084385382,1.118245614,1.399977599,1.174285714,0.742368742,1.065079365,1.208353534,1.569316436,1.683678945,1.044871795,1.28226255,1.079545455,0.923076923,1.661172161,1.543876462,0.375,0.923076923,1.123366013,2.332078473,1.171834625,1.482205349,1.235576923,1.341064462,0.909090909,1.672540239,0.919790957,1.195806374,1.189896962,3.640093832,0.511578604,1.020816327,2.284183347,5.582077549,1.206216541,1.169642857,0.998405104,2.124544614,1.537000271,1.467494824,1.169238357,1.17088964,0.75,1.478700565,1.263870306,0.993055556,3.529269301,1.4546875,1.027586207,0.649511772,1.305542265,1.191666667,1.023511905,1.135241597,1.090277778,0.99612092,1.281178822,1,0.972222222,1.737411668,1.446258503,0.985,1.517661525,1.058982684,0.916666667,1.533199308,0.857142857,0.909090909,0.9134806,0.792378917,0.909090909,0.9,0.75,0.895720721,2.116492561,0.641509434,0.75,2.15842079,1.287218045,0.923583663,1.058479532,0.833333333,0.9375,0.833333333,1.180952381,1.153002451,1.035865437,1.037715517,1.191016223,1.000381388,1.474381712,0.973785474,0.975737586,0.847955793,1.876984127,1.186730346,1.027936508,0.8,1.263811841,0.988095238,0.953703704,0.923076923,0.98608096,1.422510823,1.081983636,1.266045549,0.920833333,3.38212594,1.023809524,1.255,1.080859199,1.049207954,2.226859283,1.078571429,4.261616676,1.186467827,1.641503268,0.875,0.875,0.875,1.025219298,1.158333333,1.165413534
T1539,0.734210995,0.667381399,0.615393134,0.669754386,0.877016129,0.949714286,0.48967033,0.556507936,0.690519284,0.725230415,0.894385002,0.502564103,0.897622027,0.576363636,0.384615385,0.998566651,0.623725988,0.375,0.246153846,0.638235294,0.931876989,0.805426357,1.022872141,0.744551282,0.824503382,0.145454546,0.5942108,0.604423237,0.734751977,0.712633481,2.038686356,0.315068493,0.84,0.808472717,2.604632173,0.497530864,0.528571428,0.536363636,0.681653669,0.589604717,0.754223602,0.875389276,0.725788288,0.75,0.793559322,0.689818036,0.847222222,1.198954457,0.70625,0.502222223,0.475152416,0.825980861,0.609285714,0.8,0.485416667,0.583333333,0.642857143,0.504950495,0.740740741,0.5,0.886015781,0.937959184,0.913,0.717907445,0.763636363,0.916666667,0.880337298,0.857142857,0.109090909,0.710407817,0.517948718,0.909090909,0.9,0.75,0.432432432,0.829059829,0.339622641,0.3,1.550224888,0.766015037,0.363636364,0.473684211,0.833333333,0.7875,0.833333333,0.566666667,0.453125,0.578730331,0.883836207,0.772506887,0.391304348,0.937534733,0.49042809,0.494324004,0.663226304,1.480952381,0.590981879,0.773619048,0.8,0.616642336,0.43,0.583333333,0.923076923,0.634146341,0.637402597,0.665008638,0.656004141,0.6,1.204372454,0.642857143,0.817,0.733265857,0.463902932,1.037988229,0.817142857,1.882901357,0.7796686,1.036862745,0.875,0.575,0.875,0.560087719,0.683333333,0.44887218
T1542,0.733405483,1.631710295,1.568290882,0.629649123,0.679752838,0.733333333,0.618060643,0.642460317,0.652801625,0.858062916,1.133216814,0.772435897,1.098615746,0.540909091,0.397435897,1.056869459,1.091248729,0.34375,0.205128205,0.588507625,0.869216154,0.716515935,1.073988147,0.694043804,0.711477087,0.272727273,1.088227977,0.778418502,0.995542775,0.843782775,2.358560221,0.437812568,0.85207483,2.058327685,1.700729551,0.945700863,0.96577381,0.56605529,1.220313911,1.226394211,1.006556246,0.622865732,0.959553303,0.6875,0.796417137,0.627142613,0.6875,2.72364483,1.304947917,0.751979566,0.543290789,0.969331473,0.607638889,0.902777778,0.761773459,0.909259259,0.769473426,0.811608098,0.858024691,0.775462963,0.592604916,0.93707483,0.792916667,0.587282957,0.761814574,0.840277778,1.214494797,0.785714286,0.424242424,0.687069291,0.606362773,0.833333333,0.825,0.6875,0.827064565,1.269520945,0.401722212,0,2.074264951,0.813283208,0.685990338,0.858674464,0.763888889,0.630208333,0.763888889,1.109920635,0.882894199,0.798824381,0.716145833,0.905112999,0.681477244,1.151693106,0.676887927,0.884476227,0.690084326,1.651785715,1.042975761,0.77744709,0.733333333,1.163963233,0.567460317,0.778549383,0.846153846,0.770059166,1.133405483,0.792039583,1.017279158,0.752777778,0.77016739,0.882936508,0.48125,0.798039436,0.523143467,1.468655252,0.589285714,1.321338102,0.98389027,0.861873638,0.802083333,0.34375,0.802083333,0.453125,0.575,0.369047619
T1543,0.697975038,1.176688944,1.091220938,0.612763927,0.721756717,0.815079365,0.623630208,0.581416509,0.63454221,0.737940482,0.991238573,0.642842081,1.016536599,0.519677033,0.351551957,0.992079237,0.862215726,0.402412281,0.151147099,0.575561145,0.76155345,0.734354682,1.042407135,0.683312027,0.72480259,0.149122807,0.795488554,0.735471525,0.8804133,0.770090809,2.114498621,0.386139568,0.858350307,1.476443589,1.738871429,0.731380028,0.759695411,0.528536318,0.89288772,0.925051384,0.86193783,0.703645607,0.857189407,0.734868421,0.747584498,0.611375771,0.751096491,1.945794289,1.033978805,0.632989321,0.557610388,0.889944598,0.571252968,0.872825386,0.61956839,0.762479794,0.709533666,0.638485762,0.813840156,0.650584795,0.632264841,0.903477941,0.858405308,0.574634415,0.75618497,0.898172515,1.054863457,0.834586466,0.224880383,0.695417654,0.567025756,0.885167464,0.876315789,0.730263158,0.645392006,1.004573707,0.361715654,0.065789474,1.875984724,0.760923206,0.530233687,0.686945845,0.811403508,0.691337719,0.811403508,0.867259494,0.677936243,0.695651001,0.787532244,0.837957848,0.53531856,1.053187247,0.587120399,0.759089473,0.689363983,1.585213033,0.838228944,0.772277139,0.778947368,0.920994532,0.477067669,0.69371345,0.898785425,0.707910755,0.897890609,0.729413609,0.85286161,0.688486842,0.768676652,0.778822055,0.573640351,0.766616008,0.459970639,1.207581219,0.662844612,1.322714784,0.895701652,0.891314069,0.851973684,0.408991228,0.851973684,0.460872576,0.584868421,0.345172141
