,T1001,T1003,T1005,T1007,T1008,T1010,T1012,T1014,T1016,T1018,T1021,T1025,T1027,T1029,T1030,T1033,T1036,T1037,T1039,T1040,T1041,T1046,T1047,T1048,T1049,T1052,T1053,T1055,T1056,T1057,T1059,T1068,T1069,T1070,T1071,T1074,T1078,T1080,T1082,T1083,T1087,T1090,T1091,T1092,T1095,T1102,T1104,T1105,T1106,T1110,T1112,T1113,T1114,T1115,T1119,T1120,T1123,T1124,T1125,T1129,T1132,T1133,T1134,T1135,T1136,T1137,T1140,T1176,T1185,T1189,T1190,T1195,T1197,T1201,T1203,T1204,T1210,T1217,T1218,T1219,T1221,T1222,T1480,T1482,T1484,T1485,T1486,T1497,T1505,T1518,T1542,T1543,T1546,T1547,T1548,T1550,T1552,T1553,T1554,T1555,T1556,T1557,T1558,T1559,T1560,T1562,T1564,T1565,T1566,T1567,T1568,T1569,T1570,T1571,T1572,T1573,T1574,T1583,T1584,T1585,T1587,T1588,T1589,T1598
T1200,0.999466287,0.749075315,0.699778516,0.834385965,1.251008065,1.174285714,0.498901099,0.655555556,0.926160849,0.982718894,1.1105009,0.564102564,0.953066333,0.827272727,0.615384615,1.237219302,0.697476845,0.375,0.615384615,0.889705882,1.722375398,0.996124031,1.148575178,1.017628205,1.118382906,0.363636364,0.602544133,0.641369386,0.773112868,0.744439984,2.74657745,0.315068493,0.84,0.878050452,4.925692228,0.549382716,0.571428571,0.727272727,0.852619728,0.63909349,0.953416149,1.169238357,0.725788288,0.75,1.115932203,0.993510838,0.993055556,1.769183059,0.70625,0.555555556,0.475152416,0.959688995,0.853571429,0.8,0.541666667,0.583333333,0.642857143,0.534653465,0.740740741,0.5,1.508033083,1.195918367,0.985,1.160965795,0.818181818,0.916666667,1.00013961,0.857142857,0.272727273,0.787383178,0.564102564,0.909090909,0.9,0.75,0.432432432,1.270655271,0.396226415,0.75,1.550224888,0.929323308,0.363636364,0.473684211,0.833333333,0.9375,0.833333333,0.566666667,0.453125,0.578730331,1.037715517,0.819008264,0.391304348,1.031214898,0.587181337,0.499391572,0.690091976,1.547619048,0.622840287,0.847619048,0.8,0.616642336,0.55,0.583333333,0.923076923,0.634146341,0.735064935,0.734091563,0.670289855,0.6,2.418712114,0.642857143,1.255,0.788124157,0.671385238,1.42482611,1.078571429,3.491434758,0.832560066,1.409803922,0.875,0.875,0.875,0.837719298,0.958333333,0.80075188
T1201,0.581991639,0.979569072,0.882076194,0.543298246,0.626537298,0.62,0.498476891,0.485119047,0.549409943,0.643987615,0.837232638,0.551282052,0.887393095,0.441193182,0.336538462,0.843383557,0.781518849,0.3140625,0.192307692,0.477328431,0.579891304,0.655055153,0.907603002,0.594103507,0.64123235,0.181818182,0.726480408,0.634233576,0.767400903,0.680818979,1.712524996,0.331317128,0.777704082,1.191408273,1.22151257,0.6156588,0.618303572,0.488873839,0.772992126,0.792891914,0.750659938,0.553292116,0.767216659,0.5625,0.610699153,0.556725816,0.5859375,1.419540151,0.88284569,0.546743295,0.459240728,0.748998206,0.489285714,0.763228729,0.562433255,0.6203125,0.576795747,0.533485567,0.652777778,0.552083333,0.484219032,0.776037415,0.753854167,0.458794433,0.598079004,0.767708334,0.916187633,0.642857143,0.272727273,0.552968352,0.467548077,0.681818182,0.675,0.5625,0.55777027,0.83393735,0.311320755,0.09375,1.608976762,0.59962406,0.48270751,0.621581528,0.625,0.546875,0.625,0.708928572,0.588189338,0.638050949,0.677734375,0.663946281,0.475114417,0.907415471,0.529614487,0.622221607,0.573504057,1.214781746,0.704200028,0.624583333,0.6,0.80025895,0.414285714,0.576388889,0.692307692,0.583194994,0.721969697,0.647181024,0.751314167,0.5703125,0.697141684,0.625,0.45,0.652267688,0.406218402,0.978330658,0.574107143,1.023798001,0.784484198,0.70367647,0.65625,0.34375,0.65625,0.3984375,0.48125,0.341165413
T1202,0.894858566,1.950402037,1.515448505,0.743859649,0.764112903,0.8,0.752930403,0.792063492,0.755156149,1.032546083,1.191127734,0.967948718,1.284626617,0.636363636,0.538461538,1.245699952,1.332583915,0.375,0.307692308,0.676470588,0.940721103,0.80620155,1.213582677,0.806089744,0.813513369,0.409090909,1.412561656,0.866318261,1.102240595,1.020814934,2.55297262,0.43150685,0.980816327,1.963166073,1.634696756,1.115890965,1.071428571,0.636363636,1.516644469,1.279219361,1.195807453,0.679489889,1.158502252,0.75,0.876440678,0.759365801,0.75,1.952573986,1.48125,0.957854406,0.610446097,1.039712919,0.732142857,0.971428571,0.906862745,1.014583333,0.909711075,1.020952448,0.962962963,0.916666667,0.598726115,1.182993197,0.865,0.650570088,0.892316017,0.916666667,1.390280337,0.857142857,0.636363636,0.772727273,0.747863248,0.909090909,0.9,0.75,0.895720721,1.285849953,0.516443308,0,2.344077961,0.905263158,0.909090909,0.947368421,0.833333333,0.6875,0.833333333,1.395238095,1.141452206,0.994510762,0.78125,1.080303031,0.895881007,1.313035767,0.832671958,1.030045152,0.794569587,1.575396825,1.20501475,0.905714286,0.8,1.341751825,0.675,0.916666667,0.923076923,0.926829268,1.220779221,0.947802693,1.190010352,0.9,0.886962139,0.928571429,0.525,0.94534413,0.639534884,1.820224719,0.642857143,1.414061007,1.178127589,0.925490196,0.875,0.375,0.875,0.5625,0.7,0.5
T1203,0.824562044,1.641678827,1.484694892,0.607917229,0.7726714,0.813699634,0.634436148,0.642999593,0.709098539,0.796885462,1.171298691,0.864234057,1.187339766,0.625437063,0.471400394,1.034912876,1.085921947,0.375,0.252465483,0.676397268,0.909080404,0.779301663,1.112677422,0.775517752,0.778620961,0.221445222,0.760539813,0.829922676,1.067041481,0.783648558,2.387528644,1.334011244,0.88722135,2.077740691,1.906837476,1.024551289,1.030677656,0.64874453,0.962557608,1.279664113,1.023581249,0.70190614,0.99721356,0.75,0.895981457,0.713319565,0.761039886,2.821441662,1.351081731,0.847106789,0.582988339,1.022841778,0.704365079,0.994524572,0.788356048,0.980947293,0.796140813,0.691257642,0.951092118,0.875356125,0.693010531,1.01947497,0.871153846,0.642437244,0.74039849,0.916666667,1.298344867,0.857142857,0.470862471,0.837330187,0.837722529,0.909090909,0.9,0.75,1.434346847,1.359477602,0.701680553,0.038461538,2.131344584,0.813167534,0.775125841,0.966186835,0.833333333,0.700320513,0.833333333,1.175274725,0.928899573,0.855573178,0.792633731,0.891365088,0.702116216,1.177903343,0.720831879,0.933263034,0.768921689,1.803215303,1.108706327,0.865923891,0.8,1.237740762,0.595848596,0.87345679,0.923076923,0.826121692,1.237529137,0.832221968,1.070334979,0.843963675,0.921035336,0.978632479,0.557820513,0.833745689,0.584108959,1.541603216,0.661355312,1.510671922,1.133055991,0.971501592,0.875,0.400641026,0.875,0.531095367,0.661752137,0.447464816
T1204,1.081210891,2.126282191,1.905218818,0.726327919,1.095515565,0.964455026,0.67925745,0.731812659,0.926537089,1.037006457,1.487780922,0.994349478,1.334512276,0.848681257,0.708974359,1.243262964,1.309284053,0.372222222,0.576638177,0.900255689,1.750664808,0.933926691,1.242315544,1.019855967,1.028019243,0.416835017,0.785557286,0.915123691,1.202067613,0.813306569,3.205639208,0.511479549,0.883022424,2.664106865,3.948779072,1.2204078,1.247602513,0.86744344,1.211313776,1.559562429,1.290031439,0.921133266,1.055264292,0.744444444,1.272172002,1.003919927,0.867575446,4.227338033,1.568915895,0.955958564,0.601104484,1.202512552,0.932380953,1.036814374,0.903122731,1.079691358,0.812693459,0.765096557,0.987379973,0.940534979,1.226577657,1.261829176,0.923481481,1.014419438,0.774390733,0.909876544,1.553534,0.850793651,0.651851852,0.833632797,0.741555872,0.902356902,0.893333333,0.744444444,1.036675008,2.097411276,0.486477008,0.405555556,2.357043701,0.967459389,0.823002977,1.073597574,0.827160493,0.817592593,0.827160493,1.367865962,1.024398602,0.89454776,0.90384206,0.955542065,0.737449502,1.328050565,0.859744322,1.082236087,0.807384136,1.98686067,1.317737961,0.937373898,0.794074074,1.435359226,0.734091711,0.91920439,0.916239316,0.845694935,1.527904441,0.925000935,1.192592593,0.876080247,2.048951114,1.059964726,0.882049383,0.891722897,0.801222709,2.167688537,0.851296297,3.003732714,1.195026133,1.279883805,0.868518519,0.642592593,0.868518519,0.757940762,0.871532922,0.758228906
T1205,1.297989682,2.821567051,2.987486157,1.059766082,1.365927419,1.067142857,0.817765568,1.057142857,1.219972123,1.548483103,2.022661995,1.185897436,1.524092616,1.079545455,1.038461538,1.610447523,1.660308371,0.375,0.923076923,1.116421569,2.625556734,1.143410853,1.517919635,1.235576923,1.300019686,0.909090909,1.549487279,1.010793002,1.462161514,1.160641643,3.986053428,0.630626223,1.007210884,3.698865887,5.415410883,1.551349284,1.638392857,1.16507177,2.206575864,2.066505853,1.674016563,1.099062918,1.285472973,0.75,1.701864407,1.270470966,0.965277778,6.223713746,1.978125,1.127203065,0.688545229,1.484330144,1.132142857,1.127678571,1.234681373,1.3125,1.02046549,1.349253939,1.074074074,1.083333333,1.657809678,1.446258503,0.985,1.414486922,1.029220779,0.916666667,1.874406657,0.857142857,0.909090909,0.91971113,0.838675214,0.909090909,0.9,0.75,1.245720721,2.855175689,0.655528126,0.75,2.723638181,1.278446115,0.95256917,1.280701754,0.833333333,0.9375,0.833333333,1.60952381,1.317708333,1.093139205,1.003232759,1.222497704,1.026697178,1.619479752,1.073352573,1.296432689,0.865175965,2.257936508,1.636465796,1.034047619,0.8,1.726034063,1.064285714,1.027777778,0.923076923,1.007023369,1.941991342,1.166785717,1.467494824,0.9625,2.557413296,1.214285714,1.115,1.093679712,1.15065723,2.703049759,1.003571429,3.924218302,1.347265949,1.497058824,0.875,0.875,0.875,0.981359649,1.054166667,1.007518797
T1207,0.894858566,1.864111498,1.12978959,0.6,0.764112903,0.8,0.691575092,0.668253968,0.709518423,0.77016129,1.087018275,0.967948718,1.284626617,0.636363636,0.538461538,1.025083612,1.20420481,0.375,0.307692308,0.676470588,0.855991516,0.771317829,1.096925384,0.806089744,0.773273918,0.272727273,0.753699377,1.043855316,1.063263839,0.780630269,2.297185048,0.410958904,0.9,1.75811169,1.634696756,1.094286026,1.044642857,0.636363636,0.90202109,1.195626278,1.067701863,0.679489889,1.073198198,0.75,0.876440678,0.759365801,0.75,1.810827574,1.40625,0.957854406,0.583152416,0.972488038,0.732142857,0.971428571,0.804446779,0.983333333,0.821428571,0.685817878,0.962962963,0.916666667,0.598726115,1.182993197,0.865,0.577464789,0.727272727,0.916666667,1.369604065,0.857142857,0.636363636,0.772727273,0.747863248,0.909090909,0.9,0.75,0.895720721,1.285849953,0.471698113,0,2.23988006,0.742857143,0.909090909,0.947368421,0.833333333,0.6875,0.833333333,1.395238095,1.063235294,0.935973956,0.78125,0.926721763,0.782608696,1.192137156,0.783549784,1.009070386,0.794569587,1.575396825,1.191740413,0.905714286,0.8,1.33080292,0.6,0.916666667,0.923076923,0.87804878,1.220779221,0.876223726,1.127639752,0.9,0.886962139,0.928571429,0.525,0.867071525,0.604651163,1.820224719,0.642857143,1.414061007,1.178127589,0.925490196,0.875,0.375,0.875,0.5625,0.7,0.5
T1210,0.935026813,1.669967199,1.609800664,0.751194653,0.94703341,0.892806122,0.657910344,0.751209373,0.837902709,0.990899989,1.262180935,0.890338828,1.204450007,0.746780303,0.626373626,1.151087525,1.173219401,0.375,0.483516484,0.798409781,1.198338636,0.888261351,1.198324093,0.879655067,0.921078446,0.428571429,1.016447856,0.947811991,1.079526548,0.884304807,2.595621369,1.930513445,0.917862002,2.082951034,2.44617332,1.041040408,1.04432398,0.763869902,1.265884387,1.292430813,1.120999704,0.850618514,1.023799469,0.75,1.039499596,0.864295908,0.836640212,2.838711678,1.351227679,0.87134647,0.588669676,1.066136933,0.820221088,0.98011267,0.859916467,0.971825397,0.832826951,0.847661049,0.940476191,0.859126984,0.916986383,1.104454163,0.916428571,0.840310115,0.836096939,0.916666667,1.32322356,0.857142857,0.571428571,0.923564753,0.946695666,0.909090909,0.9,0.75,1.674099099,1.477347036,0.956084003,0.321428571,2.126445706,0.93226817,0.769292302,0.935045948,0.833333333,0.794642857,0.833333333,1.15085034,0.948739496,0.878501882,0.869406814,0.969554091,0.747752534,1.228585505,0.774699374,0.918222047,0.780648025,1.794217687,1.108238182,0.903500567,0.8,1.206029429,0.699319728,0.862433862,0.923076923,0.847830053,1.236827458,0.884877645,1.088908607,0.83735119,1.261913833,0.952380952,0.765238095,0.891467451,0.717638066,1.641761574,0.782270408,2.002311054,1.186784925,1.090954715,0.875,0.589285714,0.875,0.679563492,0.773561508,0.627416756
T1211,0.557374133,0.612918789,0.559136213,0.56,0.627688172,0.8,0.483516484,0.49047619,0.533424908,0.553571429,0.750307736,0.461538462,0.860659157,0.409090909,0.230769231,0.839464883,0.57455875,0.375,0,0.470588235,0.404878049,0.678294574,0.939070116,0.5625,0.6285837,0,0.588655244,0.579792471,0.709178049,0.691429145,1.571835102,1.735315433,0.84,0.762087561,1.061490115,0.462962963,0.5,0.409090909,0.567676296,0.556612202,0.621428571,0.679489889,0.725788288,0.75,0.578644068,0.487356168,0.75,0.818802056,0.70625,0.466666667,0.475152416,0.736842105,0.446428571,0.8,0.447916667,0.583333333,0.642857143,0.485148515,0.740740741,0.5,0.47133758,0.765986395,0.865,0.422535211,0.727272727,0.916666667,0.80046909,0.857142857,0,0.772727273,0.761752137,0.909090909,0.9,0.75,1.202702703,0.534662868,0.710773284,0,1.550224888,0.657142857,0.363636364,0.473684211,0.833333333,0.6875,0.833333333,0.566666667,0.453125,0.578730331,0.78125,0.741505969,0.391304348,0.875081289,0.425925926,0.490945626,0.645315856,1.436507937,0.569742941,0.724285714,0.8,0.616642336,0.35,0.583333333,0.923076923,0.634146341,0.572294372,0.618953354,0.646480331,0.6,0.411527378,0.642857143,0.525,0.696693657,0.325581395,0.780096308,0.642857143,0.810545756,0.824357912,0.788235294,0.875,0.375,0.875,0.375,0.5,0.214285714
T1213,0.959971536,2.28727553,1.975775194,0.647631579,0.915406586,0.866785714,0.694001832,0.678968254,0.813558837,0.928211405,1.431871982,0.977564102,1.35369733,0.727840909,0.586538461,1.165074057,1.299207902,0.375,0.384615385,0.776654412,1.425848356,0.843023256,1.197635452,0.91025641,0.890334747,0.295454546,0.790676921,0.873674544,1.216193386,0.801502911,3.017487694,0.520914873,0.885,2.81041781,2.979375449,1.234608871,1.277901786,0.777511962,1.169944187,1.598957196,1.248369565,0.784383146,1.074887388,0.75,1.126991526,0.858743645,0.803819445,4.249490519,1.65703125,0.9348659,0.603550186,1.176106459,0.796428571,1.045758928,0.879508053,1.1,0.81049358,0.757181704,0.990740741,0.9375,0.928664797,1.18622449,0.895,0.794768612,0.75,0.916666667,1.559718267,0.857142857,0.545454545,0.799755735,0.726228633,0.909090909,0.9,0.75,1.086148649,1.968779677,0.452830189,0.1875,2.485944528,0.888157895,0.805335969,1.078947368,0.833333333,0.75,0.833333333,1.455952381,1.040119486,0.893054802,0.83674569,0.947015611,0.724256293,1.323965415,0.831860269,1.135205185,0.787822878,1.99702381,1.370943953,0.903273809,0.8,1.512262774,0.673214286,0.916666667,0.923076923,0.84063338,1.540909091,0.903870033,1.219824017,0.871875,1.366882391,1.071428571,0.6725,0.86977058,0.697421638,2.102327448,0.733035715,2.219989811,1.203531483,1.100735294,0.875,0.5,0.875,0.620339912,0.738541667,0.555451128
T1216,0.557374133,0.625203252,0.559136213,0.56,0.627688172,0.8,0.483516484,0.49047619,0.543311216,0.553571429,0.750307736,0.461538462,0.860659157,0.409090909,0.230769231,0.839464883,0.690705364,0.375,0,0.470588235,0.404878049,0.678294574,0.939070116,0.5625,0.6285837,0,0.588655244,0.802829202,0.709178049,0.707645361,1.56675896,0.315068493,0.84,0.762087561,1.057258803,0.462962963,0.5,0.409090909,0.567676296,0.556612202,0.621428571,0.679489889,0.725788288,0.75,0.578644068,0.487356168,0.75,0.818802056,0.70625,0.466666667,0.475152416,0.736842105,0.446428571,0.8,0.447916667,0.583333333,0.642857143,0.485148515,0.740740741,0.5,0.47133758,0.765986395,0.865,0.422535211,0.727272727,0.916666667,0.80046909,0.857142857,0,0.659090909,0.487179487,0.909090909,0.9,0.75,0.432432432,0.534662868,0.301886792,0,1.550224888,0.657142857,0.363636364,0.473684211,0.833333333,0.6875,0.833333333,0.566666667,0.453125,0.578730331,0.78125,0.741505969,0.391304348,0.875081289,0.425925926,0.490945626,0.645315856,1.436507937,0.569742941,0.724285714,0.8,0.616642336,0.35,0.583333333,0.923076923,0.634146341,0.572294372,0.638974916,0.646480331,0.6,0.39481268,0.642857143,0.525,0.696693657,0.325581395,0.780096308,0.642857143,0.810545756,0.744407622,0.788235294,0.875,0.375,0.875,0.375,0.5,0.214285714
T1217,0.871095636,1.329854118,1.154548331,0.689022556,0.953773042,0.960408163,0.573364731,0.618820862,0.775404392,0.855497038,1.136472466,0.696886447,1.087222123,0.674675324,0.483516483,1.115760016,0.925649213,0.375,0.351648352,0.732843137,1.247477655,0.852159468,1.114775831,0.860119048,0.900093571,0.233766234,0.673805815,0.748968636,0.927198658,0.753311923,2.584118927,0.393486162,0.857142857,1.603166987,3.190918057,0.791629598,0.820153061,0.647983595,0.904741637,0.98984778,0.993700089,0.88938209,0.863738739,0.75,0.961791767,0.804627471,0.854166667,2.440760994,1.084821429,0.677941982,0.524065852,0.990584415,0.722959184,0.893622449,0.645183073,0.783333333,0.706718643,0.601928402,0.835978836,0.666666667,1.007469477,1.093197279,0.916428571,0.830890102,0.766233766,0.916666667,1.170136977,0.857142857,0.298701299,0.75722175,0.606532356,0.909090909,0.9,0.75,0.689800515,1.338081672,0.390835579,0.321428571,1.930499037,0.8433942,0.53190288,0.704260652,0.833333333,0.794642857,0.833333333,0.92585034,0.682904412,0.699945741,0.891163793,0.85144956,0.518143184,1.109894008,0.643595822,0.750928654,0.727576928,1.68707483,0.901731784,0.835170068,0.8,0.973069169,0.539795918,0.71031746,0.923076923,0.71280807,0.999876314,0.771307227,0.879872819,0.703571429,1.508723613,0.806122449,0.837857143,0.795546559,0.578361982,1.537262096,0.829591837,2.320084424,0.958421115,1.131932773,0.875,0.589285714,0.875,0.626879699,0.753571428,0.54726101
T1218,0.519929353,0.956664474,0.859386261,0.412322343,0.476871498,0.540947689,0.62074526,0.38131214,0.487948181,0.49402247,0.766647002,0.486595792,0.982385375,0.348659116,0.253179891,0.777522198,0.946368938,0.27078808,0.11871593,0.399391529,0.539308506,0.557142246,0.981736441,0.459005496,0.665753169,0.118110236,0.703856508,0.849070441,0.85707668,0.603630544,1.943443237,0.365665041,0.785115148,1.503545143,1.27430711,0.561877526,0.579031787,0.490883264,0.744150726,0.931333522,0.825020833,0.449464962,0.810535421,0.44845084,0.510686982,0.459329195,0.484012464,1.930375226,0.960434879,0.481797678,0.545889987,0.682909543,0.400631976,0.826473279,0.471962929,0.565980474,0.486699021,0.454667859,0.57736438,0.482232468,0.429559691,0.588093304,0.796843642,0.37649539,0.492810345,0.548692682,1.021794524,0.531992324,0.22190408,0.484222182,0.410808609,0.57505143,0.554121485,0.453361599,0.562250295,0.97646181,0.250699393,0.017716535,1.94665069,0.542450794,0.416455409,0.688631554,0.532274213,0.425389841,0.503778622,0.688876616,0.541433464,0.552955571,0.504023836,0.636053316,0.391386817,1.008663383,0.611170517,0.799261684,0.555382206,1.098480231,0.644360714,0.594353872,0.478740157,0.917909081,0.331438025,0.494793666,0.55752307,0.50858479,0.675775499,0.681771138,0.736586691,0.47646629,0.636656445,0.543488153,0.343217379,0.633775332,0.329297542,0.91171589,0.396428572,0.926690899,0.858122486,0.58725406,0.57036816,0.236220472,0.55342605,0.312535745,0.383525346,0.239179149
T1219,0.754533265,1.153984895,1.16126492,0.689525666,0.814354341,0.875238095,0.575635938,0.634582598,0.703853523,0.838282984,1.064628069,0.651175214,1.026649824,0.580197811,0.408119658,1.082902001,0.887981014,0.375,0.222222222,0.638854847,0.944760614,0.7972294,1.10226673,0.740800095,0.803933967,0.217171717,0.913107909,0.77106318,0.897996379,0.833248863,2.279499023,0.395479996,0.889561602,1.486353573,2.217498541,0.738916809,0.77281746,0.580209995,1.029371629,0.940226866,0.910524499,0.78409936,0.875828954,0.75,0.835219711,0.683598202,0.801954733,2.085294137,1.028211806,0.641060026,0.532393776,0.933213716,0.632142857,0.886681548,0.654231832,0.773148148,0.741684502,0.714533073,0.830246914,0.657407407,0.775657276,0.952670698,0.891666667,0.681117569,0.814213564,0.916666667,1.075479483,0.857142857,0.237373737,0.727127191,0.578614672,0.909090909,0.9,0.75,0.643762512,1.089778763,0.386792453,0.166666667,1.865601922,0.843831802,0.526021081,0.688596492,0.833333333,0.743055556,0.833333333,0.838492064,0.684378404,0.71422667,0.835688059,0.880802129,0.561551827,1.087202352,0.606102777,0.702501376,0.703183039,1.642636685,0.834293206,0.805114638,0.8,0.9043309,0.525793651,0.703703704,0.923076923,0.731430639,0.911976912,0.758233156,0.86363009,0.698958333,1.015918694,0.793650794,0.67962963,0.801975559,0.519201962,1.262117789,0.734126984,1.666534585,0.903710608,0.986092956,0.875,0.486111111,0.875,0.526660981,0.649691358,0.421052631
T1220,0.865975093,1.592946484,1.800051853,0.413333333,0.562051971,0.533333333,0.684719335,0.512698413,0.705754741,0.815589218,1.26307758,0.82051282,1.310099395,0.525,0.461538461,0.782270266,1.34379295,0.25,0.307692308,0.547385621,1.041761938,0.636380909,1.112120127,0.618589744,0.763282034,0.272727273,0.754343777,0.935875083,1.175822728,0.561510772,2.705720864,0.499818643,0.848421053,2.651502317,2.078466417,0.981262974,1.221588849,0.683129741,0.762274824,1.554496481,1.172562085,0.567929225,1.063205981,0.5,0.946123936,0.58866292,0.5,3.631041787,1.217447917,0.806130268,0.591382977,0.787480064,0.607142857,1.000140981,0.702760271,0.855555555,0.622124131,0.547575885,0.75308642,0.805555556,0.506290205,0.83877551,0.8109375,0.641985989,0.484848485,0.611111111,1.474912434,0.571428571,0.636363636,0.565491362,0.571581197,0.842142354,0.812903226,0.5,1.076671881,1.694424866,0.371069182,0,2.400050934,0.797532109,0.802371541,1.121382602,0.555555555,0.458333333,0.555555555,1.134920635,0.912193627,0.909554325,0.520833333,0.668441996,0.669717773,1.266946066,0.838889733,1.137821408,0.798954374,1.797720026,1.01240811,0.848986425,0.533333333,1.502520076,0.521428571,0.759259259,0.615384615,0.753144677,1.133910534,0.869469013,1.202059226,0.720833333,1.005429469,0.80952381,0.35,0.749129148,0.525109538,1.417335474,0.428571429,1.646078353,1.161136968,0.707189542,0.583333333,0.25,0.583333333,0.4375,0.533333333,0.428571429
T1221,1.046216992,2.27528685,1.991678532,0.704878864,0.968317972,0.891632653,0.722854526,0.759297052,0.876663646,1.025565065,1.46584243,1.064560439,1.381056678,0.796915584,0.664835164,1.222982504,1.3889739,0.375,0.483516484,0.840861345,1.501969398,0.889258029,1.243119163,0.965430403,0.949944522,0.415584416,0.901410214,0.953085766,1.252880764,0.861874307,3.053317804,0.531625664,0.915315841,2.777268553,3.152244151,1.309726709,1.31377551,0.823137389,1.283668155,1.647268397,1.304229518,0.80939296,1.137749357,0.75,1.180072639,0.93050193,0.815476191,4.03864881,1.689955357,1.030049261,0.629807045,1.207313739,0.891326531,1.071875,0.965136055,1.158928571,0.872334327,0.840986513,1.034391534,1.023809524,1.00579903,1.248688047,0.899285714,0.899468238,0.783395176,0.916666667,1.6012892,0.857142857,0.714285714,0.830744022,0.774801587,0.909090909,0.9,0.75,1.108220721,1.993487994,0.511436632,0.214285714,2.468926251,0.937200143,0.93704122,1.161654135,0.833333333,0.758928571,0.833333333,1.502380953,1.15505077,0.981990199,0.849599754,0.996713892,0.843794269,1.365406866,0.891585927,1.164395735,0.82396793,1.974489796,1.401179941,0.949285714,0.8,1.551074035,0.752040816,0.988095238,0.923076923,0.912180528,1.586394558,0.962180186,1.282076309,0.940178571,1.680736361,1.112244898,0.713571429,0.923494634,0.77553084,2.171099901,0.756632653,2.441353335,1.252106758,1.176890756,0.875,0.517857143,0.875,0.68843985,0.816071429,0.678839957
T1222,0.842644572,1.776808961,1.616995169,0.630409357,0.770945341,0.831190476,0.635801324,0.608730159,0.736248595,0.848108469,1.239145649,0.793269231,1.202076243,0.606439394,0.467948718,1.07771183,1.151109231,0.34375,0.333333334,0.655177696,1.070845642,0.79205575,1.130482069,0.801998041,0.811442096,0.287878788,0.795834655,0.866215755,1.074626283,0.794944894,2.60488689,0.470452739,0.867568027,2.287609754,2.299898989,0.983662499,1.050087466,0.66359744,1.054114533,1.347599714,1.081297133,0.73660935,0.983195611,0.732862903,0.939502234,0.744676565,0.772721735,3.251379385,1.388494266,0.769348659,0.570316624,1.052180181,0.675297619,0.97666191,0.780154905,0.906597222,0.729233548,0.708744686,0.921157542,0.784722222,0.77752356,0.978174603,0.871484375,0.705955584,0.747998227,0.895721326,1.33526549,0.785714286,0.522727273,0.707412914,0.654185917,0.833333333,0.825,0.733333333,0.905075581,1.529781081,0.397798742,0.125,2.208401438,0.840556799,0.703557312,0.944444444,0.763888889,0.717105263,0.763888889,1.190426096,0.851639093,0.816355842,0.75314296,0.89373253,0.629958048,1.203826378,0.751014002,0.958362006,0.771067453,1.829504528,1.054888327,0.842871251,0.733333333,1.26251526,0.569642857,0.784722222,0.846153846,0.747414123,1.264217498,0.832868812,1.029198124,0.75625,1.132732413,0.898809524,0.616041667,0.826111146,0.56454331,1.677193753,0.68992674,1.788706891,1.060965683,0.950653595,0.802083333,0.427083333,0.802083333,0.522934942,0.634027778,0.472744361
T1480,0.84729882,2.172095655,1.907272056,0.663079922,0.765232975,0.8,0.702808303,0.696825397,0.728120735,0.924475166,1.330440089,0.908119658,1.296898901,0.61060606,0.435897436,1.156181982,1.325362652,0.375,0.205128205,0.663398693,1.080947331,0.789405685,1.188216056,0.801816239,0.790841953,0.272727273,1.001373745,0.848519276,1.16903906,0.88028681,2.826928336,0.511741683,0.915736961,2.655399161,2.167363637,1.157835318,1.193452381,0.648325359,1.25023494,1.513363599,1.19879227,0.679489889,1.090653153,0.75,0.935367232,0.721501204,0.75,3.680617087,1.613541667,0.870753512,0.603349029,1.129665072,0.68452381,1.018452381,0.86359127,1.070833333,0.843231675,0.844698554,0.962962963,0.888888889,0.685616503,1.099546485,0.865,0.669796557,0.797619047,0.916666667,1.471891811,0.857142857,0.424242424,0.759770603,0.688746439,0.909090909,0.9,0.75,1.032957958,1.67331434,0.440251572,0,2.468349159,0.881035923,0.756258235,1.011695906,0.833333333,0.6875,0.833333333,1.404761905,1.030964052,0.89505436,0.78125,0.985889195,0.7510806,1.308227412,0.793771044,1.096790808,0.762038516,1.91005291,1.300135787,0.859682539,0.8,1.455604217,0.642857143,0.87962963,0.923076923,0.850210701,1.407215007,0.893439869,1.192891649,0.841666667,0.970038756,1.023809524,0.525,0.876705653,0.592854735,1.902086677,0.642857143,1.651913647,1.155619994,0.968627451,0.875,0.375,0.875,0.5,0.633333333,0.404761905
