,,T1001,T1003,T1005,T1007,T1008,T1010,T1011,T1012,T1014,T1016,T1018,T1021,T1025,T1027,T1029,T1030,T1033,T1036,T1037,T1039,T1040,T1041,T1046,T1047,T1048,T1049,T1052,T1053,T1055,T1056,T1057,T1059,T1068,T1069,T1070,T1071,T1072,T1074,T1078,T1080,T1082,T1083,T1087,T1090,T1091,T1092,T1095,T1098,T1102,T1104,T1105,T1106,T1110,T1111,T1112,T1113,T1114,T1115,T1119,T1120,T1123,T1124,T1125,T1127,T1129,T1132,T1133,T1134,T1135,T1136,T1137,T1140,T1176,T1185,T1187,T1189,T1190,T1195,T1197,T1199,T1200,T1201,T1202,T1203,T1204,T1205,T1207,T1210,T1213,T1216,T1217,T1218,T1219,T1220,T1221,T1222,T1480,T1482,T1484,T1485,T1486,T1491,T1497,T1505,T1518,T1528,T1530,T1534,T1539,T1542,T1543,T1546,T1547,T1548,T1550,T1552,T1553,T1554,T1555,T1556,T1557,T1558,T1559,T1560,T1562,T1563,T1564,T1565,T1566,T1567,T1568,T1569,T1570,T1571,T1572,T1573,T1574,T1583,T1584,T1585,T1586,T1587,T1588,T1589,T1590,T1591,T1592,T1594,T1595,T1598,T1601,T1606
T1222,1,0.358367361,0.477010396,0.439267425,0.29720567,0.212271045,0.10017617,0,0.209845292,0.263410639,0.376415854,0.31520614,0.521067694,0.470441073,0.393614304,0.383949239,0.061004234,0.412343772,0.446197138,0.117614114,0.445733454,0.280207388,0.368252879,0.300977557,0.32812801,0.311866309,0.358685859,0.411245833,0.345274236,0.41412204,0.3982966,0.275647195,0.572081851,0,0.280343093,0.434360641,0.49252813,0.264156082,0.370803365,0.366482269,0.398540465,0.446311704,0.483156245,0.324493617,0.301567904,0.430222886,0.152510585,0.368013801,0.055712222,0.394350653,0.31656122,0.509569205,0.477760499,0.353077727,0,0.247576667,0.413825208,0.287529681,0,0.527810739,0.382345188,0.5,0.478287158,0,0,0.319107137,0.304830755,0.370667067,0.207689725,0.39015772,0.143768352,0,0.523458533,0,0.355404188,0.518237254,0.33449289,0.191637206,0.287909586,0.221031939,0.105662433,0,0.264156082,0,0.574007826,0.432845023,0,0,0.311014877,0,0,0.111111111,0.481640305,0.310451339,0.475480947,0.520893838,0.650513293,0,0.452661278,0.264156082,0.62339269,0.556230839,0,0.421666232,0.18667784,0.352857088,0,0,0,0,0.200508132,0.371779311,0.298028809,0.311851928,0.321296455,0.312753463,0.391731911,0.359098015,0.679798965,0.412824973,0.396571413,0.466666667,0.296222008,0.516176331,0.42224293,0.295021581,0,0.44634839,0.345303606,0.409730899,0.35973096,0.267262486,0.312462849,0.40142189,0.427465029,0.311506296,0.463153555,0.484687052,0.297765448,0,0.288511775,0,0.211944246,0.162666182,0.316888575,0,0,0,0,0,0.282626463,0,0
T1480,999,0.368130923,0.547421958,0.422672442,0.390095141,0.236393485,0.160281872,0,0.246685513,0.302013634,0.409621705,0.3318836,0.633384523,0.480445145,0.478817109,0.284700655,0,0.482170363,0.506961665,0.188182583,0.337561861,0.263408377,0.366842484,0.348732627,0.406424835,0.325542312,0.383277562,0.310927464,0.421278501,0.500233574,0.452374836,0.323218134,0.734378141,0,0.429372906,0.488730784,0.56341042,0.422649731,0.365425607,0.390543534,0.292893219,0.511264834,0.520888682,0.378187133,0.329215977,0.509996013,0.244016936,0.38878621,0,0.411437862,0.506497951,0.570002858,0.575967062,0.367534647,0,0.293204101,0.437277721,0.223368529,0,0.543357343,0.420847284,0.444444445,0.500432777,0,0,0.375532877,0.301472535,0.42160672,0.323864642,0.362160647,0.173397859,0,0.613429472,0,0.383318169,0.460655337,0.392816521,0.250673254,0.460655337,0.331590276,0,0,0.422649731,0,0.634615214,0.437151676,0,0,0.326112107,0,0,0,0.608906059,0.401518478,0.422649731,0.547770313,0.556449702,0,0.517327175,0.422649731,0.554126835,0.608492268,0,0.509766426,0.2302491,0.42960777,0,0,0,0,0.303109758,0.428275217,0.337315297,0.3586583,0.368198573,0.340729681,0.408511137,0.389254259,0.604265747,0.443108103,0.394326274,0.533333333,0.446696973,0.620569102,0.431453011,0.350157044,0,0.496346772,0.390459204,0.36353218,0.418346039,0.317624923,0.393631566,0.380128944,0.505372691,0.370939107,0.502699519,0.57853593,0.324259829,0,0.213933205,0,0.339110793,0.179543693,0.297732517,0,0,0,0,0,0.168897625,0,0
T1482,0,0.319255091,0.408289812,0.362029811,0.300154779,0.234001832,0.087426476,0,0.169311115,0.237423165,0.348918406,0.295575019,0.491121102,0.381532313,0.317099049,0.337109448,0.09982511,0.396899552,0.379779181,0.102645045,0.388573731,0.263574101,0.347146526,0.289589734,0.289005791,0.284733148,0.350216889,0.354953729,0.295468313,0.353686378,0.330974425,0.23780902,0.510631375,0,0.237689957,0.360066762,0.463677743,0.230536217,0.299797049,0.304431645,0.357766655,0.397922464,0.39512449,0.286800064,0.30110532,0.341848487,0.133100147,0.339474843,0.091165453,0.359132861,0.27627161,0.45586259,0.38725425,0.296593209,0,0.195015384,0.348649853,0.262129338,0,0.435313528,0.302580993,0.363636364,0.399257038,0,0,0.250871981,0.292878894,0.342697119,0.17818779,0.355344507,0.152499234,0,0.455006064,0,0.272262819,0.376899821,0.28649581,0.191430046,0.251266548,0.184878483,0.172902163,0,0.230536217,0,0.438819507,0.379711642,0,0,0.271150137,0,0,0.181818182,0.40582721,0.27921793,0.345804325,0.405193041,0.403213015,0,0.533810435,0.230536217,0.453376502,0.436286943,0,0.340245114,0.192510437,0.300200219,0,0,0,0,0.168551368,0.321292532,0.253699355,0.254598794,0.268792493,0.240287506,0.31770195,0.308752698,0.494399247,0.326119941,0.352885086,0.363636364,0.248608938,0.408019229,0.349013009,0.260242536,0,0.360039036,0.266508594,0.375036134,0.279058996,0.273631821,0.274368758,0.360094498,0.378664125,0.244441334,0.436112163,0.429042437,0.273946341,0,0.253314854,0,0.184969524,0.185859815,0.281313875,0,0,0,0,0,0.301182641,0,0
T1484,1,0.221120898,0.271038477,0.116566011,0.438857033,0.268423253,0.180317106,0,0.142787863,0.242064919,0.271383421,0.23768481,0.458042012,0.152650832,0.306836128,0,0,0.419010285,0.267560052,0.211705406,0,0.098016737,0.188699334,0.308459176,0.333747404,0.211958012,0.304955465,0,0.290350989,0.330772262,0.276111719,0.231830299,0.606632752,0,0.504617568,0.21792453,0.390922668,0.475480947,0.097802444,0.127223651,0,0.31477238,0.19600681,0.261225273,0.3053748,0.256465934,0.274519053,0.250089296,0,0.240134597,0.569810195,0.307943387,0.332104524,0.160993076,0,0.18512538,0.244812936,0,0,0.239212837,0.204993017,0,0.245089697,0,0,0.232576538,0.200696047,0.279214255,0.373841506,0.190372585,0.195072592,0,0.355575204,0,0.170614693,0,0.271387205,0.285376892,0.518237255,0.39785749,0,0,0.475480947,0,0.27357899,0.17701294,0,0,0.168293325,0,0,0,0.427001316,0.459469456,0,0.166666667,0.214764056,0,0.290996536,0.585634126,0,0.184735578,0,0.311575989,0.263138438,0.319310343,0,0,0,0,0.360914637,0.269845646,0.199670256,0.167247685,0.240021837,0.158776712,0.135074871,0.225652096,0,0.180281944,0.211705406,0.3,0.533199614,0.357665453,0.177305906,0.265109493,0,0.252949913,0.238552202,0.109803695,0.292958865,0.360478043,0.353381458,0.18518326,0.369405537,0.259451938,0.332037593,0.398366743,0.247798931,0,0,0,0.381499643,0.201986654,0.138740453,0,0,0,0,0,0,0,0
T1485,0,0.279805535,0.451334311,0.424518839,0.167183632,0.100524007,0.068692231,0,0.197259432,0.208583005,0.301983895,0.242726682,0.455615041,0.45392149,0.3576757,0.335540058,0,0.333958072,0.415692767,0.080649678,0.397840764,0.239663435,0.300711508,0.207340548,0.252503516,0.255374688,0.267810184,0.366450225,0.306465859,0.370928343,0.348932762,0.232721784,0.45644842,0,0.177168373,0.418003448,0.386077363,0.181135599,0.355280991,0.348382835,0.345195579,0.39069796,0.469574893,0.264161551,0.198406859,0.411862772,0.104578687,0.291230711,0,0.322075983,0.217070551,0.455835901,0.449105697,0.321648288,0,0.222145056,0.352154404,0.258450655,0,0.469620501,0.366255396,0.523809524,0.422440902,0,0,0.287541294,0.230268882,0.321171554,0.135785233,0.299917134,0.074313368,0,0.478329463,0,0.338024714,0.542915219,0.276138244,0.106361718,0.197423716,0.134231252,0,0,0.181135599,0,0.548686917,0.387846696,0,0,0.268594735,0,0,0,0.439061506,0.235647012,0.498122897,0.526371066,0.512639683,0,0.415709337,0.181135599,0.809599209,0.569352547,0,0.389295635,0.097373995,0.292670929,0,0,0,0,0.123581592,0.330774364,0.262781718,0.298456794,0.271486499,0.295723125,0.373544056,0.312295962,0.712170344,0.405552568,0.323604743,0.428571429,0.181706475,0.475827268,0.387701198,0.237539072,0,0.408730629,0.30536076,0.349428108,0.304482927,0.161925004,0.240576965,0.324553606,0.328949015,0.267531846,0.370439658,0.424009524,0.225373166,0,0.252135563,0,0.145333197,0.076947297,0.258405403,0,0,0,0,0,0.199057916,0,0
T1486,1,0.379944234,0.539162971,0.483701279,0.329904389,0.212629144,0.12501986,0,0.242084003,0.289204577,0.401878302,0.336319325,0.56292098,0.531538598,0.455162223,0.389280107,0.029282032,0.438998781,0.498968674,0.146782414,0.456996597,0.29901789,0.387894232,0.319568491,0.367420499,0.335908954,0.373939269,0.421265774,0.390566773,0.470120476,0.45369912,0.311092476,0.618341541,0,0.318035949,0.490099676,0.511825394,0.32966679,0.413076925,0.412059667,0.402182541,0.488603504,0.542668955,0.362143417,0.310579997,0.495988516,0.19033321,0.395414034,0.026741866,0.422073986,0.395068402,0.553317567,0.55126509,0.395065577,0,0.290450338,0.461249299,0.297652963,0,0.587252584,0.438362345,0.56,0.535828774,0,0,0.373938769,0.317917817,0.411116092,0.245188172,0.407418553,0.152239781,0,0.585802914,0,0.410185291,0.580425725,0.373444083,0.20877481,0.359311163,0.239226888,0.050717968,0,0.32966679,0,0.664848234,0.471380498,0,0,0.34420242,0,0,0.053333333,0.542528027,0.317323702,0.532538661,0.599791338,0.609493961,0,0.527673718,0.32966679,0.698199813,0.759375341,0,0.490295264,0.195815885,0.40415819,0,0,0,0,0.220846749,0.417127721,0.333524262,0.353517693,0.361684547,0.361574667,0.440788973,0.396182681,0.761374841,0.468835074,0.429105375,0.544,0.324436389,0.597767371,0.467405151,0.331372645,0,0.506699323,0.385908252,0.430600812,0.395259566,0.270977362,0.353025542,0.426869585,0.477732022,0.353301817,0.488578316,0.536334582,0.32134377,0,0.29251756,0,0.264506419,0.166151014,0.336875965,0,0,0,0,0,0.261293585,0,0
T1491,999,0.134723699,0.092171342,0.081986791,0.160188621,0.190150845,0,0,0.01167962,0.091511164,0.154872954,0.145308228,0.17738373,0.066622285,0.014057161,0.190983006,0.183012702,0.177604027,0.087410959,0,0.197929082,0.142611288,0.182274582,0.154265471,0.072697334,0.126299667,0.182322239,0.184357308,0.054276095,0.065104821,0.055180981,0.054021159,0.131472519,0,0,0.04921212,0.204764018,0,0.057185612,0.065698011,0.207106781,0.125679527,0.057187739,0.088414286,0.190204066,0,0,0.158333667,0.167136665,0.163809433,0,0.126014537,0.02044283,0.066448209,0,0,0.092080566,0.151874679,0,0.102327014,0,0,0.097646073,0,0,0,0.167057272,0.140580976,0,0.18824545,0.10618407,0,0.118668626,0,0,0,0.057715626,0.099283466,0,0,0.316987298,0,0,0,0,0.137934388,0,0,0.084811864,0,0,0.333333334,0.040885729,0.124178694,0,0,0,0,0,0,0,0,0,0.015570974,0.121469457,0.06080879,0,0,0,0,0,0.081909657,0.05863054,0.026609229,0.046984333,0,0.051990342,0.075891235,0,0.021547163,0.141136937,0,0,0,0.07898999,0.073870569,0,0.037817767,0,0.212617193,0,0.190231006,0.068521854,0.168241497,0.1251674,0,0.207979605,0.131660652,0.126608322,0,0.143510757,0,0,0.169075445,0.130805753,0,0,0,0,0,0.315599206,0,0
T1497,0,0.297200159,0.40569254,0.314250201,0.368238795,0.229151158,0.146139354,0,0.20028165,0.255154538,0.327974736,0.279925369,0.479602063,0.356788927,0.376107163,0.215944228,0.014353937,0.402122915,0.381784029,0.182647801,0.25380281,0.205529807,0.287275564,0.300429895,0.339547626,0.267659649,0.326912461,0.233937607,0.329151253,0.38986311,0.362463719,0.264272632,0.575563054,0,0.377763031,0.358625468,0.431780698,0.385357107,0.273318875,0.280361731,0.222991823,0.390274987,0.378729523,0.305119478,0.292438103,0.374328148,0.22248603,0.317363902,0.013108758,0.32717575,0.461806956,0.422599263,0.435706786,0.28453558,0,0.254240898,0.356501939,0.163428075,0,0.42271472,0.324314093,0.31372549,0.395544247,0,0,0.302680405,0.254525301,0.336159932,0.289248731,0.300269525,0.166426211,0,0.460170843,0,0.29734062,0.325168473,0.315722116,0.234198417,0.420009278,0.28654368,0.024861749,0,0.385357107,0,0.48050214,0.329741541,0,0,0.258692085,0,0,0.026143791,0.468321235,0.347625898,0.298340986,0.402423257,0.426476504,0,0.410818639,0.385357107,0.391148354,0.425838733,0,0.58655614,0.216846523,0.357224421,0,0,0,0,0.263694804,0.340287128,0.266393807,0.270396455,0.296868608,0.26542122,0.304673339,0.307383509,0.426540527,0.332526504,0.322626213,0.423529412,0.387774187,0.472200259,0.329502107,0.293194171,0,0.381647543,0.304420031,0.280029504,0.327960349,0.293072198,0.338649488,0.310570079,0.41741806,0.2971534,0.397763956,0.450088448,0.276616964,0,0.16226742,0,0.309189253,0.176962421,0.242186612,0,0,0,0,0,0.143974732,0,0
T1505,1,0.228660827,0.25620537,0.183730946,0.324057101,0.238576834,0.104531656,0,0.108458078,0.20369395,0.262273763,0.229205371,0.369788188,0.199333507,0.219624585,0.173913043,0.095484888,0.331683474,0.245151992,0.122727771,0.194501733,0.167022477,0.241979691,0.25543296,0.243950241,0.208719945,0.284297109,0.177297934,0.216619092,0.253534968,0.224522387,0.177536767,0.427283966,0,0.277524585,0.20619841,0.357563137,0.275641129,0.150376232,0.163794863,0.188163957,0.280558327,0.213482672,0.214168168,0.270996873,0.195882604,0.15914148,0.25482967,0.087201738,0.258951595,0.330324751,0.294779413,0.248762708,0.175299602,0,0.132489362,0.233074755,0.136656526,0,0.261994227,0.167663737,0.115942029,0.252051651,0,0,0.167852709,0.22471242,0.256403206,0.210115342,0.250864698,0.159252547,0,0.310565928,0,0.149449578,0.120170958,0.207182065,0.206258617,0.300427394,0.213377029,0.165384677,0,0.275641129,0,0.23964233,0.230912598,0,0,0.176479617,0,0,0.173913044,0.296221051,0.302352929,0.110256451,0.18750601,0.207411243,0,0.219301737,0.275641129,0.144554827,0.199562122,0,0.228902875,0.380325645,0.236021585,0,0,0,0,0.195371157,0.225614341,0.171694873,0.148813672,0.187757531,0.134908239,0.168109963,0.204959574,0.157634543,0.175416472,0.241163421,0.226086957,0.28776869,0.256878159,0.202259991,0.205144428,0,0.218384761,0.16820792,0.234581471,0.190664897,0.285038314,0.248201991,0.242200206,0.300642302,0.172897222,0.330670792,0.323011876,0.220583391,0,0.13068384,0,0.221159213,0.191542971,0.186130456,0,0,0,0,0,0.204343975,0,0
T1518,1,0.236170055,0.294698256,0.177388094,0.382942021,0.245154112,0.148682526,0,0.160545269,0.230706949,0.274951667,0.239317309,0.422213966,0.211747442,0.297720867,0.092558445,0.024080619,0.373267397,0.293264793,0.190468739,0.106632686,0.137521929,0.223749021,0.286711992,0.304272735,0.218725162,0.294900489,0.097898256,0.276445498,0.317487728,0.281034699,0.223881856,0.53438168,0,0.399182974,0.24653292,0.379003346,0.392063237,0.161628684,0.171833732,0.097367096,0.3194624,0.248758874,0.255083166,0.285295275,0.265565418,0.226357816,0.261234614,0.021991666,0.260244408,0.469843494,0.321019895,0.330078647,0.192022733,0,0.205701085,0.268973141,0.0730511,0,0.287824953,0.220934121,0.105263158,0.280989641,0,0,0.231752152,0.213634869,0.278645494,0.300815703,0.227620602,0.179660818,0,0.359437523,0,0.19554929,0.10910258,0.260828758,0.245733973,0.427318438,0.30860957,0.041708855,0,0.392063237,0,0.3151928,0.222898885,0,0,0.189507282,0,0,0.043859649,0.394294666,0.37259738,0.100101252,0.226998428,0.263663385,0,0.301206941,0.392063237,0.131240566,0.242153203,0,0.306453035,0.229737331,0.499847707,0,0,0,0,0.281989465,0.276251652,0.214765462,0.199223871,0.238445599,0.178193607,0.186043106,0.234161541,0.143115572,0.212651057,0.242623072,0.310526316,0.415625532,0.355696622,0.217214533,0.253850366,0,0.2773204,0.232044907,0.178007594,0.267910678,0.312979146,0.314289419,0.226195703,0.359555098,0.241715401,0.337984388,0.384226777,0.242675686,0,0.069551385,0,0.314569881,0.188382634,0.172918385,0,0,0,0,0,0.080645256,0,0
T1528,999,0.523737562,0.54021753,0.600476788,0.320377241,0.38030169,0,0,0.181267326,0.291138289,0.525362252,0.451414424,0.517090558,0.602702149,0.302700306,0.809016994,0.366025404,0.444155091,0.495826007,0,0.926540858,0.511582534,0.617343811,0.394484418,0.292927429,0.432347256,0.510770607,0.835105811,0.282948393,0.35588767,0.401869681,0.262865161,0.463043077,0,0,0.46413662,0.647627897,0,0.502720131,0.47065909,0.881930166,0.520992453,0.553674289,0.365531548,0.452004377,0.347705386,0,0.537117671,0.334273329,0.594693733,0,0.611233593,0.372003138,0.440219152,0,0.192972311,0.513660465,0.619731091,0,0.688092263,0.336684183,0.666666667,0.619155048,0,0,0.253197265,0.507139616,0.46028841,0,0.665901757,0.212368139,0,0.569033237,0,0.347490997,0.690983006,0.315364044,0.198566931,0,0,0.633974596,0,0,0,0.557206426,0.643191244,0,0,0.409507905,0,0,0.666666667,0.326482311,0.124178694,0.633974596,0.542703408,0.548322478,0,0.387995381,0,0.831190253,0.588976961,0,0.324079909,0.242938914,0.313261936,0,0,0,0,0,0.397839561,0.31420136,0.312174381,0.314582572,0.299392239,0.505043777,0.411990558,0.90639862,0.433219866,0.616752215,0.4,0,0.399175995,0.545408514,0.296207731,0,0.450681042,0.283699473,0.783226728,0.262634714,0.33006194,0.243132423,0.67189141,0.480609322,0.223155107,0.673719156,0.503527685,0.396814745,0,0.607921321,0,0,0.338150889,0.523223011,0,0,0,0,0,0.88454485,0,0
T1530,999,0.514934728,0.586398182,0.643140096,0.320377241,0.37426315,0,0,0.185594437,0.291138289,0.538866143,0.458353404,0.629454319,0.632927329,0.312165274,0.809016994,0.366025404,0.473909653,0.506220872,0,0.950880761,0.526337044,0.650022189,0.378440659,0.302454477,0.441453682,0.533166031,0.835105811,0.319687771,0.400327778,0.416098326,0.279269055,0.491702731,0,0,0.51120821,0.693535676,0,0.526368002,0.508726946,0.910306941,0.553703291,0.599593302,0.376908167,0.436849213,0.402413127,0,0.556581813,0.334273329,0.590770482,0,0.705441358,0.419507983,0.469540951,0,0.192972311,0.513660465,0.642704758,0,0.694456194,0.379209626,0.666666667,0.630247919,0,0,0.253197265,0.522155981,0.49118152,0,0.665901757,0.212368139,0,0.610298064,0,0.347490997,0.690983006,0.344195824,0.198566931,0,0,0.633974596,0,0,0,0.557206426,0.679820469,0,0,0.434400788,0,0,0.666666667,0.380217106,0.124178694,0.633974596,0.599433247,0.548322478,0,0.387995381,0,0.831190253,0.642898355,0,0.349901448,0.242938914,0.313261936,0,0,0,0,0,0.407976798,0.333410524,0.338506459,0.328129732,0.299392239,0.524010557,0.439615627,0.90639862,0.441454782,0.642015019,0.4,0,0.432575327,0.561029631,0.305742909,0,0.475591747,0.283699473,0.789657729,0.262634714,0.309486197,0.243132423,0.684017425,0.480609322,0.223155107,0.68314011,0.503344278,0.396814745,0,0.607921321,0,0,0.314522459,0.523223011,0,0,0,0,0,0.834212445,0,0
T1531,999,0,0.03013137,0.015778477,0,0,0,0,0.01167962,0.024968789,0.017727441,0.012658024,0.072614841,0,0.014057161,0,0,0.052192001,0.034551212,0,0,0,0.012827717,0.018525737,0,0.018212853,0.022065345,0,0.025097773,0.026401358,0.006176052,0.009470792,0.043041446,0,0,0.014958358,0.037556845,0,0,0,0,0.02968721,0.017125052,0,0.022591983,0,0,0.013174531,0,0.017876361,0,0.019074773,0.02044283,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011597537,0.030065549,0,0,0,0,0.042602944,0,0,0,0,0,0,0,0,0,0,0,0,0.010400115,0,0,0,0,0,0,0.040885729,0.124178694,0,0,0,0,0,0,0,0,0,0.015570974,0,0.01358551,0,0,0,0,0,0.022581702,0.012575349,0.00964373,0,0,0,0,0,0.021547163,0,0,0,0,0.009659505,0.008304992,0,0,0,0.013121641,0,0.050400072,0.019775033,0,0,0,0.033259779,0.054568083,0.014685158,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1534,999,0.533719751,0.542676292,0.609974585,0.320377241,0.38030169,0,0,0.178207596,0.291138289,0.538983175,0.460364999,0.548824407,0.617814739,0.30040421,0.809016994,0.366025404,0.484017391,0.501731792,0,0.902200954,0.530614346,0.633448456,0.394484418,0.301690922,0.441453682,0.517754213,0.835105811,0.301318082,0.378107724,0.40497254,0.271067108,0.484191982,0,0,0.471374783,0.657310354,0,0.508664654,0.489693018,0.853553391,0.541173738,0.57448924,0.376908167,0.452004377,0.375059256,0,0.550772218,0.334273329,0.603813972,0,0.632779273,0.39575556,0.454880052,0,0.192972311,0.513660465,0.65959021,0,0.681728333,0.357946905,0.666666667,0.608062177,0,0,0.253197265,0.52354101,0.483251352,0,0.693433041,0.212368139,0,0.588346638,0,0.347490997,0.690983006,0.329779934,0.198566931,0,0,0.633974596,0,0,0,0.557206426,0.664745406,0,0,0.421954346,0,0,0.666666667,0.337896356,0.124178694,0.633974596,0.571068328,0.548322478,0,0.387995381,0,0.831190253,0.590245882,0,0.336990678,0.242938914,0.313261936,0,0,0,0,0,0.401162008,0.323805942,0.325694022,0.321356152,0.299392239,0.497095677,0.430407271,0.90639862,0.424420254,0.591489411,0.4,0,0.415875661,0.540163562,0.302773403,0,0.463136394,0.283699473,0.827627844,0.262634714,0.33006194,0.243132423,0.659765395,0.480609322,0.223155107,0.696101033,0.518656766,0.396814745,0,0.607921321,0,0,0.338150889,0.523223011,0,0,0,0,0,0.88454485,0,0
T1539,999,0.218578911,0.18572432,0.116421179,0.362207981,0.291462098,0.096169123,0,0.076134121,0.183410343,0.238684569,0.22658568,0.312189117,0.134711604,0.159956161,0.152786404,0.146410162,0.272010795,0.179414205,0.11290955,0.158343265,0.150048243,0.228814907,0.263378369,0.224596948,0.192047693,0.277034218,0.147485846,0.173505977,0.202806411,0.185883666,0.156563977,0.354085491,0,0.246118118,0.135024791,0.326030801,0.253589838,0.097909792,0.120411022,0.165685425,0.227789983,0.132540994,0.196213081,0.290335217,0.12679361,0.146410162,0.246534909,0.133709332,0.235815825,0.303898771,0.233036411,0.172230489,0.139021541,0,0.098733536,0.204231352,0.103840957,0,0.209441791,0.10365955,0,0.208831363,0,0,0.12404082,0.223290211,0.225635971,0.189255434,0.257634662,0.188985971,0,0.232859159,0,0.090994503,0,0.184089499,0.228033669,0.276393202,0.18571767,0.253589838,0,0.253589838,0,0.145908795,0.189459546,0,0,0.157605931,0,0,0.266666667,0.213150573,0.253328956,0,0.088888889,0.11454083,0,0.155198152,0.253589838,0,0.089333872,0,0.164499995,0.233133985,0.208485358,0,0,0,0,0.171243903,0.18014852,0.145000667,0.098945899,0.161401678,0.084680913,0.113632205,0.170099971,0,0.09801181,0.225819099,0.16,0.25166324,0.181308151,0.151378629,0.191246095,0,0.159652869,0.114363625,0.20877553,0.135662747,0.300589887,0.224830896,0.233357602,0.303399303,0.128228475,0.296436144,0.262923862,0.221822312,0,0.114808606,0,0.203466476,0.22644667,0.17863951,0,0,0,0,0,0.217246681,0,0
