,,T1001,T1003,T1005,T1007,T1008,T1010,T1011,T1012,T1014,T1016,T1018,T1021,T1025,T1027,T1029,T1030,T1033,T1036,T1037,T1039,T1040,T1041,T1046,T1047,T1048,T1049,T1052,T1053,T1055,T1056,T1057,T1059,T1068,T1069,T1070,T1071,T1072,T1074,T1078,T1080,T1082,T1083,T1087,T1090,T1091,T1092,T1095,T1098,T1102,T1104,T1105,T1106,T1110,T1111,T1112,T1113,T1114,T1115,T1119,T1120,T1123,T1124,T1125,T1127,T1129,T1132,T1133,T1134,T1135,T1136,T1137,T1140,T1176,T1185,T1187,T1189,T1190,T1195,T1197,T1199,T1200,T1201,T1202,T1203,T1204,T1205,T1207,T1210,T1213,T1216,T1217,T1218,T1219,T1220,T1221,T1222,T1480,T1482,T1484,T1485,T1486,T1491,T1497,T1505,T1518,T1528,T1530,T1534,T1539,T1542,T1543,T1546,T1547,T1548,T1550,T1552,T1553,T1554,T1555,T1556,T1557,T1558,T1559,T1560,T1562,T1563,T1564,T1565,T1566,T1567,T1568,T1569,T1570,T1571,T1572,T1573,T1574,T1583,T1584,T1585,T1586,T1587,T1588,T1589,T1590,T1591,T1592,T1594,T1595,T1598,T1601,T1606
T1199,4,0.33133059,0.366125864,0.344446684,0.306474298,0.2774203,0.060105702,0,0.137373107,0.283393644,0.347841601,0.306009989,0.423160412,0.357901906,0.252124873,0.404508497,0.183012702,0.359786488,0.33675152,0.070568469,0.451100477,0.295600443,0.372904197,0.301353592,0.256746086,0.288319773,0.350921778,0.417552906,0.245652394,0.297860513,0.294866055,0.208992969,0.418410522,0,0.149029813,0.308505346,0.444857982,0.158493649,0.288230221,0.29264572,0.426776695,0.361632704,0.348272425,0.273233622,0.324028458,0.270946575,0.091506351,0.351766102,0.167136665,0.371319797,0.189936732,0.403811826,0.309540231,0.279271773,0,0.158194616,0.338434545,0.308889894,0,0.425101757,0.239921568,0.333333334,0.385727654,0,0,0.204124145,0.317194045,0.329183337,0.116174916,0.396408407,0.171208267,0,0.406636507,0,0.230617063,0.345491503,0.253447929,0.191414002,0.172745752,0.110558337,0.438692921,0,0.158493649,0,0.375968227,0.382924921,0,0,0.265519143,0,0,0.333333334,0.303157557,0.215245832,0.316987298,0.337544105,0.345749258,0,0.290996536,0.158493649,0.415595127,0.352410482,0,0.273247832,0.205530535,0.265690714,0,0,0,0,0.102601626,0.287934335,0.229587161,0.213271201,0.238964192,0.20262169,0.296540011,0.280812154,0.45319931,0.274091955,0.366313174,0.3,0.150474966,0.325549725,0.331253955,0.238657659,0,0.313621584,0.210646957,0.431147297,0.211818661,0.285190317,0.236064192,0.391610451,0.371251212,0.189606623,0.435967558,0.380202044,0.280294799,0,0.303960661,0,0.127166548,0.236404329,0.307858323,0,0,0,0,0,0.442272425,0,0
T1200,999,0.269447398,0.154211315,0.148195106,0.320377241,0.38030169,0,0,0.01167962,0.273308314,0.292018466,0.277958431,0.282152618,0.133244569,0.014057161,0.381966011,0.366025404,0.303016053,0.140270705,0,0.395858163,0.285222576,0.351721446,0.290005205,0.145394667,0.234386481,0.342579132,0.368714615,0.083454416,0.103808283,0.10418591,0.098571526,0.219903592,0,0,0.083465881,0.371971191,0,0.114371223,0.131396021,0.414213562,0.221671843,0.097250426,0.176828572,0.357816149,0,0,0.303492802,0.334273329,0.309742505,0,0.232954301,0.02044283,0.132896417,0,0,0.184161132,0.303749358,0,0.204654028,0,0,0.195292145,0,0,0,0.322517007,0.251096402,0,0.3764909,0.212368139,0,0.194734308,0,0,0,0.115431252,0.198566931,0,0,0.633974596,0,0,0,0,0.265468661,0,0,0.169623728,0,0,0.666666667,0.040885729,0.124178694,0,0,0,0,0,0,0,0,0,0.015570974,0.242938914,0.108032071,0,0,0,0,0,0.141237611,0.104685731,0.043574729,0.093968665,0,0.103980684,0.151782469,0,0.021547163,0.282273874,0,0,0,0.148320474,0.139436146,0,0.075635533,0,0.412112745,0,0.33006194,0.117268674,0.336482993,0.250334799,0,0.382699431,0.20875322,0.238531487,0,0.287021514,0,0,0.338150889,0.261611505,0,0,0,0,0,0.631198412,0,0
T1201,0,0.236170618,0.346332673,0.257033291,0.292571356,0.175641392,0.120211404,0,0.161845661,0.209506236,0.268908363,0.226265113,0.419563155,0.297873514,0.315422914,0.160144119,0,0.334625114,0.323853069,0.141136937,0.189878547,0.164503335,0.233702519,0.239037585,0.276946202,0.21872943,0.263798341,0.174896699,0.279862099,0.331636094,0.299430094,0.220466311,0.481094732,0,0.307647647,0.303637963,0.35602786,0.316987298,0.219754365,0.234085432,0.164752436,0.331708227,0.318457691,0.251295379,0.232314457,0.320564107,0.183012702,0.257783399,0,0.266770357,0.379873464,0.359575687,0.370934039,0.233570418,0,0.195781537,0.286770874,0.125644798,0,0.341133751,0.271778047,0.25,0.323728329,0,0,0.25,0.202962453,0.286297846,0.236569292,0.235444128,0.130048395,0,0.392925334,0,0.244052252,0.259118627,0.258182963,0.18575862,0.345491503,0.232147087,0,0,0.513207705,0,0.397052581,0.272322886,0,0,0.211486948,0,0,0,0.400166781,0.301138858,0.237740474,0.335898579,0.348796967,0,0.339495958,0.316987298,0.311696345,0.366826189,0,0.334202166,0.169948024,0.29168424,0,0,0,0,0.214054879,0.283923316,0.220211388,0.2232084,0.242578166,0.218123231,0.248285767,0.255469341,0.339899483,0.277286725,0.257092763,0.35,0.314579051,0.398492493,0.26988115,0.239314163,0,0.316600298,0.249341834,0.222670688,0.268066452,0.238218692,0.277018827,0.244686408,0.338528146,0.243968759,0.327334963,0.383548848,0.222875302,0,0.120337428,0,0.254333095,0.13465777,0.190597949,0,0,0,0,0,0.095004914,0,0
T1202,999,0.521688174,0.743751293,0.593096073,0.585142711,0.347975339,0.240422808,0,0.347106006,0.414093685,0.556436966,0.469008961,0.764703034,0.723005644,0.677631033,0.427050983,0,0.580951564,0.677485172,0.282273874,0.506342791,0.376080754,0.51046101,0.471396703,0.582522056,0.452194408,0.513747554,0.466391196,0.568226856,0.685543371,0.663002439,0.464978672,0.920951671,0,0.586531231,0.664397897,0.695174244,0.633974596,0.536671291,0.559010805,0.439339828,0.679174815,0.714331736,0.547120001,0.44864,0.72422669,0.366025404,0.552638816,0,0.571492741,0.759746927,0.747403567,0.796502925,0.536641071,0,0.439806151,0.655916581,0.318234902,0,0.807047404,0.610008205,0.666666667,0.761742036,0,0,0.563299316,0.424446076,0.583756042,0.460480206,0.54324097,0.260096789,0,0.806730442,0,0.574977254,0.690983006,0.550612624,0.367024599,0.690983006,0.431202934,0,0,0.633974596,0,0.944835124,0.618410376,0,0,0.476721719,0,0,0,0.783060622,0.416009676,0.633974596,0.79329055,0.834674553,0,0.775990762,0.633974596,0.831190253,0.858378713,0,0.722629038,0.334418446,0.619751036,0,0,0,0,0.401554879,0.59282938,0.475432485,0.490346041,0.531676226,0.511094521,0.594850282,0.565030568,0.90639862,0.610726285,0.591489411,0.8,0.588270743,0.895903818,0.621164861,0.503609158,0,0.72358614,0.553528266,0.52473608,0.576064106,0.400837276,0.550897283,0.570193416,0.746434606,0.531043931,0.657745884,0.745970326,0.462225357,0,0.320899808,0,0.50866619,0.269315539,0.446598775,0,0,0,0,0,0.253346438,0,0
T1203,0,0.300372787,0.449381032,0.40746559,0.226480832,0.146931705,0.086305623,0,0.197778187,0.227628233,0.324385068,0.264617675,0.477281203,0.437046919,0.367307793,0.326188706,0.018770534,0.365427864,0.417588956,0.101329083,0.383828576,0.243738107,0.314803314,0.245098252,0.281211474,0.269930344,0.298528656,0.353753403,0.317563638,0.381779175,0.358964086,0.245262855,0.504941533,0,0.229234022,0.410896324,0.422553966,0.227580624,0.346627477,0.339656569,0.336665187,0.404612652,0.456089053,0.283343519,0.237865821,0.407019191,0.131393735,0.312155624,0.017142222,0.34057366,0.272729666,0.464115236,0.450543118,0.319675807,0,0.227151243,0.366074878,0.249853837,0,0.471970007,0.358799067,0.478632479,0.426514912,0,0,0.293101337,0.251271942,0.333886951,0.173523123,0.318560847,0.104258752,0,0.487241789,0,0.331142449,0.496090363,0.294055679,0.144853637,0.248045182,0.176285961,0.032511518,0,0.227580624,0,0.72176951,0.388466799,0,0,0.274345802,0,0,0.034188034,0.452313106,0.268208719,0.455161248,0.498739956,0.496460473,0,0.41784118,0.227580624,0.596751977,0.539902129,0,0.394157591,0.136064153,0.313776405,0,0,0,0,0.161397228,0.340272499,0.269205389,0.294450748,0.284467958,0.290943965,0.363317538,0.319327845,0.650747727,0.393041922,0.337805565,0.430769231,0.237733422,0.480085193,0.383806423,0.257154508,0,0.409037665,0.310988594,0.35261802,0.317783236,0.206478161,0.270080808,0.337990447,0.36280759,0.278976233,0.399856431,0.44400293,0.248977523,0,0.245108658,0,0.182598119,0.114018444,0.267645306,0,0,0,0,0,0.2142589,0,0
T1204,2,0.42217147,0.525422004,0.491592362,0.363031859,0.298271084,0.092607304,0,0.211738617,0.292083071,0.446185717,0.379732325,0.572735576,0.526310056,0.393837281,0.502247399,0.159966658,0.458519095,0.481561578,0.108727714,0.575986404,0.365390772,0.466029333,0.357573061,0.352908285,0.367154974,0.432803297,0.5273454,0.358629136,0.435233724,0.425193942,0.296510208,0.58825215,0,0.238778192,0.464162914,0.570259999,0.244197622,0.422838921,0.417206329,0.532295742,0.499023968,0.520165861,0.367351966,0.373928648,0.436944322,0.140987563,0.445190894,0.146089825,0.473438357,0.292643261,0.573921874,0.481753962,0.396795054,0,0.246595738,0.467747021,0.387865791,0,0.591322417,0.387402482,0.52345679,0.540067529,0,0,0.318253457,0.386699675,0.434752318,0.183027355,0.490494068,0.191425075,0,0.571560727,0,0.360469119,0.54254962,0.35781438,0.228690498,0.266156417,0.180881907,0.277070379,0,0.244197622,0,0.584565306,0.650872987,0,0,0.360998677,0,0,0.291358025,0.473681982,0.268858794,0.497787461,0.542115372,0.540833263,0,0.454098298,0.244197622,0.652638273,0.580043085,0,0.423413345,0.235634801,0.37302408,0,0,0,0,0.166540726,0.403846358,0.323217101,0.327992729,0.341558472,0.316622933,0.43425994,0.397990426,0.711690768,0.421948114,0.47840635,0.468148148,0.244866291,0.516789593,0.467829844,0.323980059,0,0.470362712,0.333877168,0.534520141,0.338443203,0.31295858,0.323984439,0.496864247,0.485554794,0.299480219,0.553535851,0.520566715,0.350849108,0,0.377404807,0,0.195930681,0.242670727,0.389631475,0,0,0,0,0,0.460178342,0,0
T1205,999,0.829669796,0.916185805,0.770465878,0.905519952,0.73778619,0.240422808,0,0.362065582,0.580599795,0.890542781,0.753955206,1.177831714,0.821349181,0.710655994,0.809016994,0.366025404,0.906481719,0.831118866,0.282273874,0.950880761,0.630224509,0.898009671,0.788892234,0.755569688,0.687638658,0.911137729,0.835105811,0.678225059,0.810336954,0.777799469,0.56754645,1.296092603,0,0.672823424,0.783166441,1.250621618,0.633974596,0.657027515,0.690406826,0.910306941,0.949062528,0.848848024,0.726128675,0.826340923,0.755698051,0.366025404,0.883107257,0.334273329,0.902299571,0.759746927,1.113880084,0.847873731,0.669537487,0,0.439806151,0.840077713,0.617477921,0,1.031406556,0.631270926,0.666666667,0.957034181,0,0,0.563299316,0.767840263,0.795405927,0.498455341,0.933497512,0.472464929,0,1.043136712,0,0.574977254,0.690983006,0.713962542,0.579069454,0.690983006,0.530476654,0.633974596,0,0.633974596,0,0.946666482,0.902094818,0,0,0.646345447,0,0,0.666666667,0.899077197,0.571233043,0.633974596,0.79329055,0.834674553,0,0.775990762,0.633974596,0.831190253,0.876361515,0,0.750734502,0.593790165,0.733046296,0,0,0,0,0.481219516,0.730575993,0.596760905,0.552536058,0.651878853,0.511094521,0.708767428,0.729631818,0.90639862,0.650318737,0.924288894,0.8,0.710932818,0.926162264,0.79572369,0.65221948,0,0.815937498,0.601769076,0.920678084,0.653246534,0.734847907,0.68794099,0.930928438,1.020018267,0.569091025,1.117273819,0.982955853,0.707633108,0,0.607921321,0,0.50866619,0.575961854,0.708210281,0,0,0,0,0,0.817434977,0,0
T1207,999,0.507462572,0.686024621,0.564167792,0.585142711,0.344667895,0.240422808,0,0.329961892,0.394630301,0.515342726,0.447141929,0.633344206,0.707893053,0.64954345,0.427050983,0,0.47658099,0.619076238,0.282273874,0.506342791,0.357048941,0.480558882,0.452492735,0.56273141,0.426546188,0.468149594,0.466391196,0.523079181,0.635611894,0.651353735,0.44548547,0.811400726,0,0.557767166,0.611259463,0.612775425,0.633974596,0.526807159,0.539976877,0.439339828,0.610757023,0.665591125,0.528399806,0.426048016,0.684387542,0.366025404,0.531842688,0,0.542173373,0.759746927,0.658615508,0.749599906,0.521980171,0,0.439806151,0.655916581,0.301417011,0,0.807047404,0.581657909,0.666666667,0.761742036,0,0,0.563299316,0.403142409,0.534278854,0.447821827,0.54324097,0.260096789,0,0.730613273,0,0.574977254,0.690983006,0.527668178,0.362531958,0.690983006,0.398111694,0,0,0.633974596,0,0.944835124,0.585635566,0,0,0.464275277,0,0,0,0.688439103,0.322875656,0.633974596,0.76492563,0.834674553,0,0.775990762,0.633974596,0.831190253,0.794236528,0,0.694650124,0.328940845,0.608939633,0,0,0,0,0.375,0.551745746,0.453800393,0.453579961,0.519655854,0.511094521,0.580426641,0.535653718,0.90639862,0.578062587,0.591489411,0.8,0.547383384,0.867395705,0.603677154,0.48770037,0,0.704245832,0.537447995,0.509372995,0.550336629,0.363037221,0.53112225,0.570193416,0.746434606,0.518361566,0.595714092,0.665184289,0.450143163,0,0.320899808,0,0.50866619,0.269315539,0.446598775,0,0,0,0,0,0.253346438,0,0
T1210,999,0.43614834,0.555524193,0.499612082,0.406991799,0.3119905,0.120211404,0,0.232241124,0.34940901,0.467817975,0.395357563,0.624802558,0.53975184,0.437799428,0.471956491,0.130723359,0.497245818,0.51153417,0.141136937,0.547911502,0.356751164,0.470223244,0.382435162,0.394562118,0.380852908,0.458300265,0.498134017,0.396475816,0.478275872,0.459982571,0.32417043,0.666193704,0,0.314496234,0.491885249,0.610340911,0.316987298,0.423098504,0.426924009,0.503263557,0.531866813,0.543303515,0.392656553,0.394224832,0.475146766,0.183012702,0.462316211,0.119383332,0.488007006,0.379873464,0.608379735,0.531258932,0.412316763,0,0.275038022,0.48787279,0.362765929,0,0.613973437,0.41908727,0.523809524,0.564590768,0,0,0.353991734,0.394744731,0.457658256,0.239583192,0.491720117,0.205894159,0,0.610384677,0,0.386771769,0.542915219,0.390924008,0.257745058,0.345491503,0.240025954,0.226419499,0,0.316987298,0,0.626101437,0.522652566,0,0,0.49298487,0,0,0.238095238,0.536304078,0.324052784,0.498122897,0.568587272,0.574000842,0,0.498851204,0.316987298,0.653078056,0.608605501,0,0.470247283,0.258016113,0.413228949,0,0,0,0,0.220377469,0.433478639,0.346284605,0.350325757,0.371459733,0.3410879,0.448468049,0.422759928,0.712170344,0.448602692,0.49392653,0.514285714,0.324314136,0.570463077,0.485274339,0.354101964,0,0.504104627,0.369689896,0.516681821,0.38205987,0.341997902,0.369770576,0.501966326,0.525559372,0.33864136,0.57922988,0.56403551,0.370793739,0,0.354643247,0,0.254333095,0.246143346,0.391478212,0,0,0,0,0,0.404712475,0,0
T1211,999,0,0.03013137,0.015778477,0,0,0,0,0.01167962,0.024968789,0.017727441,0.012658024,0.072614841,0,0.014057161,0,0,0.052192001,0.034551212,0,0,0,0.012827717,0.018525737,0,0.018212853,0.022065345,0,0.025097773,0.026401358,0.006176052,0.009470792,0.043041446,0,0,0.014958358,0.037556845,0,0,0,0,0.02968721,0.017125052,0,0.022591983,0,0,0.013174531,0,0.017876361,0,0.019074773,0.02044283,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011597537,0.030065549,0,0,0,0,0.042602944,0,0,0,0,0,0,0,0,0,0,0,0,0.010400115,0,0,0,0,0,0,0.040885729,0.124178694,0,0,0,0,0,0,0,0,0,0.015570974,0,0.01358551,0,0,0,0,0,0.022581702,0.012575349,0.00964373,0,0,0,0,0,0.021547163,0,0,0,0,0.009659505,0.008304992,0,0,0,0.013121641,0,0.050400072,0.019775033,0,0,0,0.033259779,0.054568083,0.014685158,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T1213,999,0.338619801,0.43924705,0.353831576,0.372665666,0.272370536,0.120211404,0,0.187003697,0.26602361,0.37737018,0.321385833,0.54035648,0.393645001,0.359092542,0.309016994,0.091506351,0.450669219,0.408139648,0.141136937,0.352135936,0.268861927,0.358927714,0.32710362,0.339440914,0.30578883,0.379108381,0.325374252,0.334232201,0.398608303,0.364416794,0.269790464,0.591263028,0,0.32202968,0.38099856,0.495123532,0.316987298,0.298866866,0.314100803,0.323223305,0.434695073,0.40690102,0.325606336,0.336366021,0.377108386,0.183012702,0.364933515,0.083568332,0.381020655,0.379873464,0.48158989,0.429837128,0.308875089,0,0.219903076,0.373998574,0.243463737,0,0.451931547,0.322723037,0.333333334,0.424147619,0,0,0.281649658,0.309421282,0.382944225,0.242898481,0.36574321,0.183140429,0,0.497267379,0,0.287488627,0.345491503,0.319900625,0.237646674,0.345491503,0.248692707,0.158493649,0,0.316987298,0,0.466703384,0.390239044,0,0,0.286990012,0,0,0.166666667,0.463622872,0.332183532,0.316987298,0.410827735,0.417337277,0,0.387995381,0.316987298,0.415595127,0.452933339,0,0.381581175,0.233421553,0.344657126,0,0,0,0,0.227332319,0.357007331,0.276271419,0.273761161,0.297963862,0.255547261,0.325223267,0.336025216,0.45319931,0.334896366,0.366313174,0.4,0.33502273,0.458468632,0.357674828,0.296968252,0,0.388946186,0.292844403,0.371276189,0.313759529,0.320734177,0.324540843,0.369217456,0.429896161,0.27820433,0.465264464,0.479068392,0.302827744,0,0.232205283,0,0.254333095,0.219195492,0.288702264,0,0,0,0,0,0.284472822,0,0
T1216,999,0.294827864,0.351340846,0.150161856,0.585142711,0.357897671,0.240422808,0,0.186490611,0.314430295,0.355935415,0.312693739,0.586517736,0.203534442,0.404429117,0,0,0.541283046,0.345229665,0.282273874,0,0.130688983,0.247323206,0.405103655,0.444996538,0.276539731,0.399252172,0,0.378768727,0.43222923,0.366090275,0.305950135,0.79449652,0,0.672823424,0.285579921,0.508711275,0.633974596,0.130403258,0.169631534,0,0.40980077,0.255634063,0.348300364,0.399635739,0.341954579,0.366025404,0.329060884,0,0.314220676,0.759746927,0.404232925,0.435991755,0.214657435,0,0.24683384,0.326417248,0,0,0.318950449,0.273324022,0,0.326786263,0,0,0.310102051,0.263728883,0.362263823,0.498455341,0.253830113,0.260096789,0,0.459899291,0,0.227486257,0,0.361849607,0.380502523,0.690983006,0.530476654,0,0,0.633974596,0,0.364771987,0.232550548,0,0,0.2243911,0,0,0,0.555706511,0.571233043,0,0.222222222,0.286352075,0,0.387995381,0.633974596,0,0.246314104,0,0.410244327,0.350851251,0.421218621,0,0,0,0,0.481219516,0.352266961,0.262035225,0.219782336,0.320029116,0.211702282,0.180099828,0.300869462,0,0.233193538,0.282273874,0.4,0.710932818,0.476887271,0.233188039,0.350710993,0,0.33726655,0.318069603,0.142031047,0.39061182,0.463837366,0.4645836,0.246911013,0.492540716,0.345935917,0.431630198,0.512966297,0.325503522,0,0,0,0.50866619,0.269315539,0.18498727,0,0,0,0,0,0,0,0
T1217,0,0.234091315,0.224665931,0.177122003,0.304488164,0.263974669,0.068692231,0,0.123203597,0.180153535,0.256200075,0.233681528,0.339472492,0.186640764,0.174962139,0.224707002,0.15686803,0.294969963,0.288348161,0.080649678,0.241988183,0.18403326,0.299347156,0.251492074,0.210506828,0.207742811,0.285266866,0.224647863,0.197642852,0.21411488,0.193925447,0.1826401,0.361274301,0,0.192235264,0.187119553,0.347425438,0.181135599,0.229837258,0.158683151,0.240282931,0.302868443,0.265843526,0.199005169,0.280554119,0.155188898,0.104578687,0.258418368,0.143259998,0.258675832,0.217070551,0.276795645,0.193259998,0.166378379,0,0.140868487,0.235370347,0.181179996,0,0.246991041,0.132265381,0.095238095,0.236031285,0,0,0.124771624,0.237443416,0.243267028,0.142415812,0.279153581,0.191602029,0,0.26858041,0,0.114637644,0.098711858,0.185536792,0.19381512,0.197423716,0.151564758,0.271703398,0,0.181135599,0,0.183821486,0.234579788,0,0,0.174632921,0,0,0.441120137,0.240191421,0.234168695,0.090567799,0.149125384,0.160146661,0,0.166283735,0.181135599,0.118741465,0.16221808,0,0.173871861,0.204359892,0.227225528,0,0,0,0,0.13749129,0.237389304,0.204186355,0.181045353,0.165160756,0.103256686,0.154240049,0.191222887,0.129485517,0.138926192,0.245797844,0.171428571,0.203123662,0.198049981,0.190034444,0.184691277,0,0.243050304,0.131405526,0.262253751,0.149122622,0.274789092,0.203801715,0.260936201,0.285372263,0.130718134,0.321519803,0.326152706,0.21993856,0,0.16885205,0,0.145333197,0.208367146,0.202345794,0,0,0,0,0,0.277944579,0,0
T1218,0,0.271275228,0.368756108,0.255582808,0.3761618,0.232114416,0.151447438,0,0.203777672,0.247301854,0.308119629,0.26386491,0.47339935,0.296731646,0.354497641,0.150252278,0.008646269,0.402154234,0.363935598,0.200036604,0.176802927,0.172894509,0.263274103,0.29532878,0.331497162,0.248869753,0.315809216,0.162949402,0.319845776,0.370510339,0.333991365,0.256010471,0.57858983,0,0.402415047,0.32247608,0.415651097,0.399354076,0.235329308,0.235372786,0.155078059,0.374256068,0.340580364,0.288291309,0.289292765,0.339811992,0.230567184,0.294359204,0.00789622,0.298890961,0.478580741,0.389658455,0.404390522,0.247186628,0,0.262318095,0.323375679,0.119550838,0,0.36522447,0.288677337,0.220472441,0.348687233,0,0,0.279074403,0.235536424,0.318154595,0.304565264,0.264930711,0.176097863,0,0.428798415,0,0.258216712,0.228514065,0.298565317,0.241033057,0.435264886,0.309526828,0.014975778,0,0.399354076,0,0.416986732,0.283840901,0,0,0.230796243,0,0,0.015748032,0.591179348,0.372901564,0.20966089,0.333381109,0.361714253,0,0.372719972,0.399354076,0.274881816,0.357080919,0,0.369222259,0.222670086,0.350282893,0,0,0,0,0.283364095,0.329819501,0.259718296,0.261844411,0.276686645,0.232367375,0.259175335,0.282456893,0.299753874,0.286900249,0.286738457,0.384251969,0.417396907,0.436383134,0.28321933,0.284135559,0,0.351305837,0.282211217,0.228122661,0.313759839,0.304359341,0.335836105,0.270395204,0.396126084,0.282271509,0.374676455,0.439146906,0.263425329,0,0.112904382,0,0.320419647,0.177263299,0.209224404,0,0,0,0,0,0.097901424,0,0
T1219,0,0.23146432,0.301018052,0.220722457,0.295660898,0.201380265,0.106854581,0,0.136701111,0.203822641,0.265115015,0.225518425,0.404344313,0.241266843,0.268880521,0.161065941,0.040669489,0.34286818,0.287172155,0.125455055,0.184635016,0.159701975,0.232669096,0.251283788,0.257429097,0.213753642,0.273700556,0.170521401,0.251052721,0.294064018,0.261546688,0.198357492,0.468271339,0,0.292640619,0.256556143,0.364609446,0.281766487,0.182509825,0.195597678,0.16806257,0.307695341,0.267005897,0.23168151,0.252189896,0.261294007,0.162677957,0.25163854,0.037141481,0.26055045,0.337665301,0.328286326,0.313789986,0.200966962,0,0.163307349,0.257064273,0.123705725,0,0.300128089,0.221300793,0.185185185,0.281595809,0,0,0.208155707,0.209766119,0.266330457,0.218722734,0.235037611,0.139195033,0,0.355604068,0,0.19763028,0.191939724,0.235730419,0.19017686,0.307103558,0.228413793,0.070441622,0,0.281766487,0,0.320329344,0.247884237,0,0,0.189820746,0,0,0.074074074,0.355475868,0.470007985,0.176104054,0.260021905,0.279579388,0,0.280218886,0.281766487,0.230886181,0.281280074,0,0.282490354,0.181709857,0.26372785,0,0,0,0,0.207974256,0.255626222,0.196416232,0.186389043,0.216757988,0.177254414,0.204782004,0.227249923,0.251777394,0.229999122,0.242712024,0.288888889,0.306884062,0.331031877,0.23551406,0.220880422,0,0.267720181,0.216596284,0.220596972,0.240842124,0.262423517,0.261065283,0.236925895,0.315026759,0.212918523,0.330931542,0.358208227,0.220612791,0,0.121030115,0,0.226073862,0.157268116,0.183954372,0,0,0,0,0,0.140507167,0,0
T1220,999,0.530993031,0.722456363,0.598398477,0.585142711,0.348342833,0.240422808,0,0.343047224,0.419030593,0.550777189,0.470358808,0.753266431,0.691402685,0.670839017,0.427050983,0,0.587274544,0.665953304,0.282273874,0.506342791,0.372908785,0.501565666,0.484818427,0.576557836,0.454538297,0.516261177,0.466391196,0.560188353,0.671263565,0.660856835,0.456805301,0.911066604,0,0.589727238,0.654747712,0.703747175,0.633974596,0.530108627,0.545477726,0.439339828,0.661333328,0.706706115,0.53677536,0.45366044,0.703173168,0.366025404,0.547961145,0,0.567563067,0.759746927,0.736040884,0.78716636,0.534197587,0,0.439806151,0.655916581,0.315431921,0,0.806861819,0.607251926,0.666666667,0.743253918,0,0,0.563299316,0.42547139,0.553870148,0.461886692,0.54324097,0.260096789,0,0.794133739,0,0.574977254,0.690983006,0.560324093,0.367523781,0.690983006,0.434879738,0,0,0.633974596,0,0.938131899,0.60617018,0,0,0.474647312,0,0,0,0.770907865,0.440155533,0.765826401,0.788563063,0.834674553,0,0.775990762,0.633974596,0.831190253,0.823874148,0,0.716251439,0.335027069,0.618411388,0,0,0,0,0.404505421,0.579773644,0.469862534,0.47911133,0.536377065,0.511094521,0.583957133,0.547831647,0.90639862,0.619143954,0.591489411,0.8,0.592813782,0.878993733,0.619821865,0.500334228,0,0.713814525,0.555314962,0.514384187,0.578922714,0.410637289,0.555291735,0.570193416,0.742374543,0.532453082,0.654864125,0.738494091,0.465199507,0,0.320899808,0,0.50866619,0.269315539,0.446598775,0,0,0,0,0,0.253346438,0,0
T1221,1,0.453280283,0.633170355,0.574136519,0.380135441,0.255376826,0.137384462,0,0.279492262,0.3351609,0.477606356,0.398791152,0.658579759,0.629548238,0.541922725,0.481617556,0.052289343,0.513959128,0.583799125,0.161299357,0.562893957,0.363536102,0.467826874,0.376559001,0.426772652,0.397288847,0.443800137,0.519064712,0.451841929,0.54495077,0.527780365,0.360758895,0.719744887,0,0.354336746,0.57545251,0.608979087,0.362271198,0.545326417,0.490040269,0.498513194,0.575277932,0.63913093,0.426200076,0.368289056,0.57915109,0.209157374,0.469629898,0.047753333,0.502572482,0.434141101,0.655404861,0.638226859,0.465724643,0,0.33402022,0.574553694,0.366716363,0,0.694787115,0.509744514,0.666666667,0.632158005,0,0,0.430398437,0.380913604,0.483193517,0.271570465,0.49020757,0.178965042,0,0.686087226,0,0.477483144,0.690983006,0.435520444,0.241090141,0.394847432,0.268462503,0.090567799,0,0.362271198,0,0.775835729,0.563259991,0,0,0.406564129,0,0,0.095238095,0.624619131,0.347115331,0.633974596,0.835629677,0.711952235,0,0.609707027,0.362271198,0.831190253,0.747072323,0,0.56523374,0.229453548,0.466238613,0,0,0,0,0.247163183,0.48714283,0.39005138,0.413442678,0.421405003,0.420364972,0.521668972,0.467328768,0.90639862,0.545761761,0.510839733,0.628571429,0.363412949,0.693818777,0.552505516,0.385066918,0,0.593097952,0.448607535,0.524176116,0.458888874,0.313401631,0.403384418,0.512443409,0.559245229,0.407546488,0.581492516,0.623290823,0.377591646,0,0.361902881,0,0.290666394,0.202201864,0.404691589,0,0,0,0,0,0.34351764,0,0
